method,output,cell,content,style,ssim,lpips,e_ssim,l_c,l_s
ccstytr,000000226171__Minimalism__mario-schifano_untitled-1963.png,000000226171__Minimalism__mario-schifano_untitled-1963,000000226171,Minimalism__mario-schifano_untitled-1963,0.47886011004447937,0.6248090267181396,0.587506688380608,1.6346627473831177,1.060181975364685
ccstytr,000000226171__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,000000226171__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000226171,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.4573853015899658,0.5366261005401611,0.39196299452379874,1.7282323837280273,0.7222373485565186
ccstytr,000000226171__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,000000226171__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000226171,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.37414565682411194,0.5583165287971497,0.3097735921922806,2.0848803520202637,1.0743422508239746
ccstytr,000000226171__Pop_Art__peter-max_composition-red-green-1979.png,000000226171__Pop_Art__peter-max_composition-red-green-1979,000000226171,Pop_Art__peter-max_composition-red-green-1979,0.4828019440174103,0.42231327295303345,0.6305940512688373,1.9082882404327393,1.53578782081604
ccstytr,000000226171__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,000000226171__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000226171,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.4736660420894623,0.5587092638015747,0.3891070694011255,1.8489571809768677,0.9873257875442505
ccstytr,000000226171__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,000000226171__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000226171,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.6340063214302063,0.3834055960178375,0.6406285768764566,1.3655428886413574,0.5615695714950562
ccstytr,000000226171__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,000000226171__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000226171,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.5696730613708496,0.346204936504364,0.7125835958044524,1.1890194416046143,0.7596690058708191
ccstytr,000000226171__Romanticism__gustave-dore_paradise-lost-4.png,000000226171__Romanticism__gustave-dore_paradise-lost-4,000000226171,Romanticism__gustave-dore_paradise-lost-4,0.6011672616004944,0.4242454767227173,0.5207891880430441,1.325122356414795,0.8546977043151855
ccstytr,000000226171__Symbolism__nicholas-roerich_language-of-forest-1922.png,000000226171__Symbolism__nicholas-roerich_language-of-forest-1922,000000226171,Symbolism__nicholas-roerich_language-of-forest-1922,0.626471221446991,0.5032713413238525,0.621718844259478,1.5702910423278809,0.9936789274215698
ccstytr,000000226171__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,000000226171__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000226171,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.5084969997406006,0.521467924118042,0.5779122944768076,1.8569557666778564,1.195896863937378
ccstytr,000000235857__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,000000235857__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000235857,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.5868747234344482,0.37713927030563354,0.5148860453619963,1.4135587215423584,1.058612585067749
ccstytr,000000235857__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,000000235857__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000235857,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.5787883400917053,0.5116952061653137,0.622915273732352,1.5479416847229004,1.165679931640625
ccstytr,000000235857__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,000000235857__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000235857,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.4046846628189087,0.30485981702804565,0.6475294246197684,1.1027123928070068,0.6943199038505554
ccstytr,000000235857__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,000000235857__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000235857,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.39279475808143616,0.758185625076294,0.4111980548292648,2.296189785003662,0.7258526682853699
ccstytr,000000235857__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,000000235857__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000235857,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.5562859177589417,0.43121981620788574,0.5676133232431715,1.2493863105773926,0.8433704376220703
ccstytr,000000235857__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,000000235857__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000235857,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.7153494358062744,0.36791324615478516,0.6918474439138308,1.4306089878082275,0.8687178492546082
ccstytr,000000235857__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,000000235857__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000235857,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.6404697895050049,0.38485702872276306,0.6465415181629245,1.2561798095703125,0.6780487298965454
ccstytr,000000235857__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,000000235857__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000235857,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.5749557614326477,0.47213706374168396,0.5213916220069235,2.040330648422241,1.6755297183990479
ccstytr,000000235857__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,000000235857__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000235857,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.5910393595695496,0.3694014549255371,0.5692135705445149,1.3448320627212524,0.5760153532028198
ccstytr,000000235857__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,000000235857__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000235857,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.6278855204582214,0.3919565677642822,0.6398480711898452,1.6089200973510742,0.7304314374923706
ccstytr,000000235857__Minimalism__mario-schifano_untitled-1963.png,000000235857__Minimalism__mario-schifano_untitled-1963,000000235857,Minimalism__mario-schifano_untitled-1963,0.3358999192714691,0.6677675843238831,0.23227346144577304,1.966058373451233,1.1720422506332397
ccstytr,000000235857__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,000000235857__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000235857,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.6767681241035461,0.40250101685523987,0.6834831304517645,1.3924806118011475,0.6093096733093262
ccstytr,000000235857__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,000000235857__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000235857,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.46661612391471863,0.5566114187240601,0.3948663036080581,2.3339152336120605,1.3551371097564697
ccstytr,000000235857__Pop_Art__peter-max_composition-red-green-1979.png,000000235857__Pop_Art__peter-max_composition-red-green-1979,000000235857,Pop_Art__peter-max_composition-red-green-1979,0.3970824182033539,0.4539761543273926,0.36296293198268437,2.2459487915039062,1.7534548044204712
ccstytr,000000235857__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,000000235857__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000235857,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.6364530920982361,0.4969085156917572,0.5789148885864827,1.9553581476211548,0.9443060159683228
ccstytr,000000235857__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,000000235857__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000235857,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.7328920364379883,0.2752520442008972,0.725223951524053,1.1134834289550781,0.5129403471946716
ccstytr,000000235857__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,000000235857__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000235857,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.41175928711891174,0.29452937841415405,0.6651773761531456,1.0566885471343994,0.8406400680541992
ccstytr,000000235857__Romanticism__gustave-dore_paradise-lost-4.png,000000235857__Romanticism__gustave-dore_paradise-lost-4,000000235857,Romanticism__gustave-dore_paradise-lost-4,0.6047001481056213,0.36896592378616333,0.6959748812478302,1.3114725351333618,0.9035225510597229
ccstytr,000000235857__Symbolism__nicholas-roerich_language-of-forest-1922.png,000000235857__Symbolism__nicholas-roerich_language-of-forest-1922,000000235857,Symbolism__nicholas-roerich_language-of-forest-1922,0.6401171684265137,0.4989914298057556,0.6468524224474559,1.8396919965744019,0.8090550899505615
ccstytr,000000235857__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,000000235857__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000235857,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.5183959603309631,0.5179433822631836,0.5102242059991957,2.09952712059021,1.3346210718154907
ccstytr,000000272364__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,000000272364__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000272364,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.5797503590583801,0.29814383387565613,0.5614665586945806,1.1975739002227783,1.151261329650879
ccstytr,000000272364__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,000000272364__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000272364,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.5656459927558899,0.30391746759414673,0.606425058774075,1.1901006698608398,1.0790177583694458
ccstytr,000000272364__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,000000272364__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000272364,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.31161463260650635,0.457030713558197,0.5406519885315566,1.378371000289917,0.8532822132110596
ccstytr,000000272364__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,000000272364__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000272364,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.31040820479393005,0.7129207253456116,0.29173175942098123,2.5836992263793945,0.8934234380722046
ccstytr,000000272364__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,000000272364__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000272364,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.5151796936988831,0.5594319701194763,0.531624522747363,1.2364238500595093,0.5201437473297119
ccstytr,000000272364__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,000000272364__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000272364,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.7240726351737976,0.2779775857925415,0.6986561784275616,1.1279730796813965,0.9097249507904053
ccstytr,000000272364__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,000000272364__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000272364,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.5486299991607666,0.4353334307670593,0.5781137579749358,1.2707222700119019,0.687636137008667
ccstytr,000000272364__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,000000272364__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000272364,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.7285556197166443,0.30546486377716064,0.7062412724121715,1.3957895040512085,1.9008262157440186
ccstytr,000000272364__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,000000272364__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000272364,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.5185557007789612,0.42786547541618347,0.46409239710715583,1.5514206886291504,0.725743293762207
ccstytr,000000272364__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,000000272364__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000272364,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.601055920124054,0.28917860984802246,0.639044057285929,1.170668125152588,1.0337493419647217
ccstytr,000000272364__Minimalism__mario-schifano_untitled-1963.png,000000272364__Minimalism__mario-schifano_untitled-1963,000000272364,Minimalism__mario-schifano_untitled-1963,0.2988490164279938,0.8998567461967468,0.21431293562617515,2.3258931636810303,1.5027389526367188
ccstytr,000000272364__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,000000272364__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000272364,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.6314324736595154,0.38220393657684326,0.5469059638115353,1.7209129333496094,0.7394657731056213
ccstytr,000000272364__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,000000272364__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000272364,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.6679922938346863,0.39128515124320984,0.5637415823521903,1.973128318786621,1.0976886749267578
ccstytr,000000272364__Pop_Art__peter-max_composition-red-green-1979.png,000000272364__Pop_Art__peter-max_composition-red-green-1979,000000272364,Pop_Art__peter-max_composition-red-green-1979,0.4772564172744751,0.35992035269737244,0.4038582771897674,1.843475103378296,1.8174073696136475
ccstytr,000000272364__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,000000272364__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000272364,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.6710432171821594,0.46321743726730347,0.5955815091979035,1.9404983520507812,1.1363065242767334
ccstytr,000000272364__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,000000272364__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000272364,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.7176945209503174,0.30763518810272217,0.672551611087216,1.1979222297668457,0.6229395866394043
ccstytr,000000272364__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,000000272364__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000272364,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.3260807693004608,0.4206986427307129,0.576514390526218,1.2211837768554688,0.7845031023025513
ccstytr,000000272364__Romanticism__gustave-dore_paradise-lost-4.png,000000272364__Romanticism__gustave-dore_paradise-lost-4,000000272364,Romanticism__gustave-dore_paradise-lost-4,0.5052189826965332,0.3444940745830536,0.6299182417370995,1.3473851680755615,1.1922574043273926
ccstytr,000000272364__Symbolism__nicholas-roerich_language-of-forest-1922.png,000000272364__Symbolism__nicholas-roerich_language-of-forest-1922,000000272364,Symbolism__nicholas-roerich_language-of-forest-1922,0.686589777469635,0.3296639323234558,0.6929098030314563,1.3553615808486938,0.8054782152175903
ccstytr,000000272364__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,000000272364__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000272364,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.6423811912536621,0.3954439163208008,0.6211334414995694,1.6851372718811035,1.2198907136917114
ccstytr,000000273132__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,000000273132__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000273132,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.7947044968605042,0.2617250680923462,0.8781218446175086,1.1557481288909912,0.9767890572547913
ccstytr,000000273132__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,000000273132__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000273132,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.7857904434204102,0.37332141399383545,0.7435443881699471,1.3924460411071777,0.8437538146972656
ccstytr,000000273132__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,000000273132__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000273132,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.549940824508667,0.38916245102882385,0.8000374374551138,1.0644556283950806,0.6785300374031067
ccstytr,000000273132__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,000000273132__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000273132,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.5936904549598694,0.7336134910583496,0.6148945634859115,2.191438674926758,0.8831185698509216
ccstytr,000000273132__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,000000273132__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000273132,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.8648610711097717,0.4353402853012085,0.908627560713541,0.9296431541442871,0.6422887444496155
ccstytr,000000273132__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,000000273132__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000273132,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.6807258129119873,0.44986140727996826,0.5618271916058256,1.7249364852905273,0.9783672094345093
ccstytr,000000273132__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,000000273132__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000273132,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.758786141872406,0.5224805474281311,0.8108851132099427,1.2374974489212036,0.8096476793289185
ccstytr,000000273132__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,000000273132__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000273132,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.6363376975059509,0.4273392856121063,0.533500789025744,1.867856740951538,1.3649760484695435
ccstytr,000000273132__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,000000273132__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000273132,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.7865144610404968,0.5168529152870178,0.7917910016052685,1.6155190467834473,0.7352544665336609
ccstytr,000000273132__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,000000273132__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000273132,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.5711843967437744,0.43343737721443176,0.5894640351204212,1.7173359394073486,1.0287531614303589
ccstytr,000000273132__Minimalism__mario-schifano_untitled-1963.png,000000273132__Minimalism__mario-schifano_untitled-1963,000000273132,Minimalism__mario-schifano_untitled-1963,0.601814329624176,0.7724068760871887,0.6321604745774922,1.6875451803207397,1.1165361404418945
ccstytr,000000273132__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,000000273132__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000273132,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.6455454230308533,0.4099222421646118,0.44580222929126473,1.5593007802963257,0.7226322889328003
ccstytr,000000273132__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,000000273132__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000273132,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.43297067284584045,0.43950405716896057,0.28731547795613854,1.9430780410766602,1.4302666187286377
ccstytr,000000273132__Pop_Art__peter-max_composition-red-green-1979.png,000000273132__Pop_Art__peter-max_composition-red-green-1979,000000273132,Pop_Art__peter-max_composition-red-green-1979,0.6116209030151367,0.4550125002861023,0.6536992284310387,2.1810247898101807,1.3868718147277832
ccstytr,000000273132__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,000000273132__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000273132,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.5750810503959656,0.5438365936279297,0.3750949218758374,1.8304015398025513,1.0788617134094238
ccstytr,000000273132__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,000000273132__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000273132,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.857035219669342,0.27673017978668213,0.7609459627283814,0.9857791662216187,0.6686440110206604
ccstytr,000000273132__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,000000273132__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000273132,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.5670268535614014,0.4052552282810211,0.8167764809907168,1.1080520153045654,0.8157317638397217
ccstytr,000000273132__Romanticism__gustave-dore_paradise-lost-4.png,000000273132__Romanticism__gustave-dore_paradise-lost-4,000000273132,Romanticism__gustave-dore_paradise-lost-4,0.57392817735672,0.33660537004470825,0.5673413888783816,1.285984754562378,0.8219180703163147
ccstytr,000000273132__Symbolism__nicholas-roerich_language-of-forest-1922.png,000000273132__Symbolism__nicholas-roerich_language-of-forest-1922,000000273132,Symbolism__nicholas-roerich_language-of-forest-1922,0.6966622471809387,0.46800991892814636,0.5587387860383856,1.7881882190704346,1.0268635749816895
ccstytr,000000273132__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,000000273132__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000273132,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.6289533972740173,0.5213268995285034,0.5815423227293195,1.930182695388794,1.1485148668289185
ccstytr,000000277051__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,000000277051__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000277051,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.8338692784309387,0.3265300691127777,0.8644129211966027,0.8680248260498047,0.9707027077674866
ccstytr,000000277051__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,000000277051__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000277051,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.7807021737098694,0.36138400435447693,0.7050779880444008,1.1017217636108398,0.8960241079330444
ccstytr,000000277051__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,000000277051__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000277051,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.6197752356529236,0.5065361261367798,0.7077148306503338,1.000866413116455,0.6342160701751709
ccstytr,000000277051__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,000000277051__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000277051,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.6469456553459167,0.6083282828330994,0.5572143176610839,1.8445111513137817,0.9000335335731506
ccstytr,000000277051__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,000000277051__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000277051,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.8075754046440125,0.6717543601989746,0.8121052152829908,1.0247626304626465,0.5709309577941895
ccstytr,000000277051__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,000000277051__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000277051,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.7113400101661682,0.35714614391326904,0.5565400914149046,1.1025235652923584,0.8467237949371338
ccstytr,000000277051__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,000000277051__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000277051,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.7891620993614197,0.46923547983169556,0.7252812495678311,0.9193849563598633,0.5925113558769226
ccstytr,000000277051__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,000000277051__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000277051,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.6659749150276184,0.3988513946533203,0.5169058095179655,1.4969897270202637,1.3259048461914062
ccstytr,000000277051__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,000000277051__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000277051,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.7679999470710754,0.4498848617076874,0.6854880242463643,1.0850251913070679,0.6534601449966431
ccstytr,000000277051__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,000000277051__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000277051,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.5744776129722595,0.43925148248672485,0.5057991800805135,1.3850486278533936,0.8995378017425537
ccstytr,000000277051__Minimalism__mario-schifano_untitled-1963.png,000000277051__Minimalism__mario-schifano_untitled-1963,000000277051,Minimalism__mario-schifano_untitled-1963,0.6332526803016663,0.8466641306877136,0.7124520454837804,1.5501331090927124,1.1131463050842285
ccstytr,000000277051__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,000000277051__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000277051,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.4923630952835083,0.5219753384590149,0.36383179472999916,1.5722944736480713,0.6082534193992615
