method,output,cell,content,style,ssim,lpips,e_ssim,l_c,l_s
ccstytr,000000001818__Minimalism__mario-schifano_untitled-1963.png,000000001818__Minimalism__mario-schifano_untitled-1963,000000001818,Minimalism__mario-schifano_untitled-1963,0.1608179658651352,0.9705508351325989,0.18256400464116895,2.377842903137207,1.4934061765670776
ccstytr,000000001818__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,000000001818__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000001818,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.49162986874580383,0.39748549461364746,0.519582048762251,1.7636821269989014,0.6004123091697693
ccstytr,000000001818__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,000000001818__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000001818,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.5201860070228577,0.4362025260925293,0.4958056440290123,2.118309259414673,1.2483296394348145
ccstytr,000000001818__Pop_Art__peter-max_composition-red-green-1979.png,000000001818__Pop_Art__peter-max_composition-red-green-1979,000000001818,Pop_Art__peter-max_composition-red-green-1979,0.2874748706817627,0.5363579988479614,0.3063691171124564,2.4192843437194824,1.8947674036026
ccstytr,000000001818__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,000000001818__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000001818,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.4953077733516693,0.5065773129463196,0.5072224763185704,2.073810577392578,0.9794058799743652
ccstytr,000000001818__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,000000001818__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000001818,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.51213139295578,0.3791748583316803,0.5929879770210817,1.4486992359161377,0.5864763259887695
ccstytr,000000001818__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,000000001818__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000001818,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.2689224183559418,0.4866805672645569,0.4571263365570553,1.4597694873809814,0.7495632171630859
ccstytr,000000001818__Romanticism__gustave-dore_paradise-lost-4.png,000000001818__Romanticism__gustave-dore_paradise-lost-4,000000001818,Romanticism__gustave-dore_paradise-lost-4,0.4862104654312134,0.29834192991256714,0.6572533422270919,1.1796398162841797,1.0948028564453125
ccstytr,000000001818__Symbolism__nicholas-roerich_language-of-forest-1922.png,000000001818__Symbolism__nicholas-roerich_language-of-forest-1922,000000001818,Symbolism__nicholas-roerich_language-of-forest-1922,0.4859110116958618,0.47448402643203735,0.6009969771783916,1.9783086776733398,0.8266801834106445
ccstytr,000000001818__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,000000001818__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000001818,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.4081782400608063,0.518731951713562,0.43281793602308044,2.1391124725341797,1.2156459093093872
ccstytr,000000009448__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,000000009448__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000009448,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.504707396030426,0.3198421597480774,0.6041634533132398,0.9677938222885132,0.9645031690597534
ccstytr,000000009448__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,000000009448__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000009448,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.48625555634498596,0.4303894639015198,0.6139045619566085,1.1885056495666504,1.014374017715454
ccstytr,000000009448__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,000000009448__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000009448,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.3215945363044739,0.5739833116531372,0.5559742160748455,1.141698956489563,0.592795729637146
ccstytr,000000009448__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,000000009448__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000009448,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.3395344913005829,0.6793956160545349,0.39300066059825906,1.8429145812988281,0.9228826761245728
ccstytr,000000009448__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,000000009448__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000009448,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.4421643018722534,0.6311984062194824,0.566664897433642,1.1844974756240845,0.6290572881698608
ccstytr,000000009448__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,000000009448__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000009448,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.51324063539505,0.4771820604801178,0.5482169618530961,1.3183609247207642,0.8563073873519897
ccstytr,000000009448__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,000000009448__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000009448,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.4375312626361847,0.6073138117790222,0.5527842814071748,1.257228136062622,0.6207246780395508
ccstytr,000000009448__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,000000009448__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000009448,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.5060335993766785,0.4455772042274475,0.616604742172922,1.3899366855621338,1.4231427907943726
ccstytr,000000009448__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,000000009448__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000009448,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.4275994300842285,0.5784102082252502,0.4817808026630963,1.4814612865447998,0.6158031225204468
ccstytr,000000009448__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,000000009448__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000009448,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.4507483243942261,0.4836360812187195,0.5455062013991894,1.4247939586639404,0.9703111052513123
ccstytr,000000009448__Minimalism__mario-schifano_untitled-1963.png,000000009448__Minimalism__mario-schifano_untitled-1963,000000009448,Minimalism__mario-schifano_untitled-1963,0.28930726647377014,0.9764203429222107,0.3978942129667898,1.7673516273498535,1.2931522130966187
ccstytr,000000009448__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,000000009448__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000009448,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.4806162416934967,0.49080321192741394,0.46100209143965715,1.497056484222412,0.7030061483383179
ccstytr,000000009448__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,000000009448__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000009448,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.37452903389930725,0.5124034285545349,0.347120913067208,1.8726156949996948,1.1530520915985107
ccstytr,000000009448__Pop_Art__peter-max_composition-red-green-1979.png,000000009448__Pop_Art__peter-max_composition-red-green-1979,000000009448,Pop_Art__peter-max_composition-red-green-1979,0.4160928726196289,0.4592059254646301,0.5709664407259483,1.4471793174743652,2.1869618892669678
ccstytr,000000009448__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,000000009448__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000009448,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.44932523369789124,0.5962520837783813,0.435511360550567,1.7743346691131592,1.0936367511749268
ccstytr,000000009448__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,000000009448__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000009448,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.5201786756515503,0.5174398422241211,0.557141403183697,1.4067747592926025,0.5949118137359619
ccstytr,000000009448__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,000000009448__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000009448,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.33027154207229614,0.5697345733642578,0.5789938355544777,1.1095597743988037,0.5848284959793091
ccstytr,000000009448__Romanticism__gustave-dore_paradise-lost-4.png,000000009448__Romanticism__gustave-dore_paradise-lost-4,000000009448,Romanticism__gustave-dore_paradise-lost-4,0.45629414916038513,0.4276639223098755,0.5533808765553719,1.1495728492736816,0.9029644131660461
ccstytr,000000009448__Symbolism__nicholas-roerich_language-of-forest-1922.png,000000009448__Symbolism__nicholas-roerich_language-of-forest-1922,000000009448,Symbolism__nicholas-roerich_language-of-forest-1922,0.49834147095680237,0.48523640632629395,0.5517799978606028,1.5240812301635742,0.8482341766357422
ccstytr,000000009448__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,000000009448__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000009448,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.47817564010620117,0.5177220106124878,0.5635515776537395,1.4370110034942627,1.0400824546813965
ccstytr,000000072795__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,000000072795__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000072795,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.5779359340667725,0.33092057704925537,0.5114111530817157,1.3459844589233398,1.3954026699066162
ccstytr,000000072795__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,000000072795__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000072795,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.626858651638031,0.32396072149276733,0.6593702473843797,0.9337610006332397,1.0541188716888428
ccstytr,000000072795__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,000000072795__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000072795,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.47346267104148865,0.3607856035232544,0.5717023217845799,1.1039772033691406,0.6874682903289795
ccstytr,000000072795__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,000000072795__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000072795,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.3369195759296417,0.7956061363220215,0.36135080716040757,2.3532276153564453,0.8083950877189636
ccstytr,000000072795__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,000000072795__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000072795,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.4951135218143463,0.4827708601951599,0.5250367486055634,1.1895124912261963,0.8090215921401978
ccstytr,000000072795__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,000000072795__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000072795,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.6424273252487183,0.35815274715423584,0.6366956084740409,1.275381088256836,1.3084123134613037
ccstytr,000000072795__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,000000072795__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000072795,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.5714008808135986,0.4731764793395996,0.5736224071738435,1.2536523342132568,0.8466436862945557
ccstytr,000000072795__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,000000072795__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000072795,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.633847177028656,0.34452980756759644,0.6270216025625153,1.460044026374817,1.5403752326965332
ccstytr,000000072795__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,000000072795__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000072795,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.4740261137485504,0.47403568029403687,0.48295868842588935,1.5183119773864746,0.6888777017593384
ccstytr,000000072795__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,000000072795__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000072795,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.7667142748832703,0.2964588701725006,0.7434654554203696,1.0258891582489014,1.1397117376327515
ccstytr,000000072795__Minimalism__mario-schifano_untitled-1963.png,000000072795__Minimalism__mario-schifano_untitled-1963,000000072795,Minimalism__mario-schifano_untitled-1963,0.26806703209877014,0.8261067867279053,0.2562699504051779,1.9690964221954346,1.256136178970337
ccstytr,000000072795__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,000000072795__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000072795,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.5041511654853821,0.40298914909362793,0.5411214406158711,1.3872491121292114,0.8178308606147766
ccstytr,000000072795__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,000000072795__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000072795,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.4570619761943817,0.45403048396110535,0.42751437696201894,1.8755016326904297,1.2478656768798828
ccstytr,000000072795__Pop_Art__peter-max_composition-red-green-1979.png,000000072795__Pop_Art__peter-max_composition-red-green-1979,000000072795,Pop_Art__peter-max_composition-red-green-1979,0.29945090413093567,0.4618721306324005,0.3517362504781215,2.0514087677001953,1.877825379371643
ccstytr,000000072795__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,000000072795__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000072795,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.5180755853652954,0.5219331383705139,0.5175249424752056,1.7342965602874756,1.1669068336486816
ccstytr,000000072795__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,000000072795__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000072795,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.6172897815704346,0.2827754020690918,0.6759426254255629,1.0060207843780518,0.7200415134429932
ccstytr,000000072795__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,000000072795__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000072795,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.4859633147716522,0.354539155960083,0.6022884514588897,1.0913805961608887,0.8432402610778809
ccstytr,000000072795__Romanticism__gustave-dore_paradise-lost-4.png,000000072795__Romanticism__gustave-dore_paradise-lost-4,000000072795,Romanticism__gustave-dore_paradise-lost-4,0.7314877510070801,0.28458601236343384,0.7500236692533798,1.0121920108795166,1.0788533687591553
ccstytr,000000072795__Symbolism__nicholas-roerich_language-of-forest-1922.png,000000072795__Symbolism__nicholas-roerich_language-of-forest-1922,000000072795,Symbolism__nicholas-roerich_language-of-forest-1922,0.6094537973403931,0.3961254358291626,0.6613504281722999,1.3691809177398682,1.395884394645691
ccstytr,000000072795__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,000000072795__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000072795,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.40007659792900085,0.5209982395172119,0.44312721581673165,1.9005314111709595,1.4417471885681152
ccstytr,000000078420__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,000000078420__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000078420,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.7618298530578613,0.3502867519855499,0.798027649686474,1.0463104248046875,1.2528626918792725
ccstytr,000000078420__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,000000078420__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000078420,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.6934013366699219,0.37822169065475464,0.7280128537459248,1.155839443206787,1.0378737449645996
ccstytr,000000078420__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,000000078420__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000078420,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.6008833050727844,0.4166747033596039,0.6652174886571808,1.2103352546691895,0.8977373242378235
ccstytr,000000078420__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,000000078420__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000078420,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.48067712783813477,0.6383742094039917,0.502728247707088,2.3007843494415283,0.9078580737113953
ccstytr,000000078420__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,000000078420__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000078420,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.6558637619018555,0.601017951965332,0.7530815124637692,1.150816798210144,0.6757172346115112
ccstytr,000000078420__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,000000078420__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000078420,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.6403041481971741,0.3878207802772522,0.5635048729176829,1.6246240139007568,1.0342199802398682
ccstytr,000000078420__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,000000078420__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000078420,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.7068893313407898,0.3859335482120514,0.6962726296989898,1.2605438232421875,0.837920069694519
ccstytr,000000078420__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,000000078420__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000078420,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.6641286015510559,0.3678103983402252,0.6042777072302444,1.6012463569641113,1.9181835651397705
ccstytr,000000078420__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,000000078420__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000078420,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.6065264344215393,0.42322900891304016,0.635452234459966,1.5354617834091187,0.8513602018356323
ccstytr,000000078420__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,000000078420__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000078420,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.6679179072380066,0.35361018776893616,0.5901200804876711,1.449758768081665,1.4547481536865234
ccstytr,000000078420__Minimalism__mario-schifano_untitled-1963.png,000000078420__Minimalism__mario-schifano_untitled-1963,000000078420,Minimalism__mario-schifano_untitled-1963,0.441904217004776,0.7467445135116577,0.547916654633614,1.965325951576233,1.3706445693969727
ccstytr,000000078420__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,000000078420__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000078420,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.4544529914855957,0.493740439414978,0.4096441065693001,1.8293497562408447,0.7060530185699463
ccstytr,000000078420__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,000000078420__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000078420,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.4124602973461151,0.5011504292488098,0.3077592253419391,1.8765394687652588,1.3088289499282837
ccstytr,000000078420__Pop_Art__peter-max_composition-red-green-1979.png,000000078420__Pop_Art__peter-max_composition-red-green-1979,000000078420,Pop_Art__peter-max_composition-red-green-1979,0.4780513346195221,0.4061310887336731,0.6477310448610388,1.8073660135269165,1.7892855405807495
ccstytr,000000078420__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,000000078420__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000078420,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.4759519100189209,0.5004408359527588,0.37775210241118984,2.0156946182250977,1.0903115272521973
ccstytr,000000078420__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,000000078420__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000078420,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.6535806655883789,0.3651880919933319,0.6431202061791625,1.2874823808670044,0.7566455602645874
ccstytr,000000078420__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,000000078420__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000078420,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.6200928688049316,0.3485342860221863,0.6992812656586206,1.116511344909668,0.8938223123550415
ccstytr,000000078420__Romanticism__gustave-dore_paradise-lost-4.png,000000078420__Romanticism__gustave-dore_paradise-lost-4,000000078420,Romanticism__gustave-dore_paradise-lost-4,0.6378242373466492,0.42753344774246216,0.556720965179148,1.3512687683105469,1.2666354179382324
ccstytr,000000078420__Symbolism__nicholas-roerich_language-of-forest-1922.png,000000078420__Symbolism__nicholas-roerich_language-of-forest-1922,000000078420,Symbolism__nicholas-roerich_language-of-forest-1922,0.6159012913703918,0.4272705018520355,0.5767553173299786,1.669159173965454,1.0998799800872803
ccstytr,000000078420__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,000000078420__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000078420,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.5231190919876099,0.39264869689941406,0.6156747679256689,1.5994020700454712,1.0360376834869385
ccstytr,000000085682__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,000000085682__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000085682,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.7915444374084473,0.3068731427192688,0.701342394708668,1.3982455730438232,1.0132648944854736
ccstytr,000000085682__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,000000085682__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000085682,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.7796089053153992,0.4084222912788391,0.7434168309314482,1.3478796482086182,1.1291706562042236
ccstytr,000000085682__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,000000085682__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000085682,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.5777814984321594,0.5250859260559082,0.6362756783717021,1.2483839988708496,0.6621204614639282
