method,output,cell,content,style,ssim,lpips,e_ssim,l_c,l_s
stytr2,000000135872__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,000000135872__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000135872,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.31558331847190857,0.5598570108413696,0.22148757086356297,2.2360119819641113,2.3961639404296875
stytr2,000000135872__Pop_Art__peter-max_composition-red-green-1979.jpg,000000135872__Pop_Art__peter-max_composition-red-green-1979,000000135872,Pop_Art__peter-max_composition-red-green-1979,0.4265574514865875,0.5083578824996948,0.4870834400929236,2.110051155090332,1.8852310180664062
stytr2,000000135872__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,000000135872__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000135872,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.384406715631485,0.5806220173835754,0.23122354486707122,2.136446237564087,2.219525098800659
stytr2,000000135872__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,000000135872__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000135872,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.6180672645568848,0.40890878438949585,0.5242732789905659,1.6589465141296387,0.6569435596466064
stytr2,000000135872__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,000000135872__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000135872,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.5779606699943542,0.49386510252952576,0.5993001252798728,2.0589759349823,0.6482819318771362
stytr2,000000135872__Romanticism__gustave-dore_paradise-lost-4.jpg,000000135872__Romanticism__gustave-dore_paradise-lost-4,000000135872,Romanticism__gustave-dore_paradise-lost-4,0.5141209959983826,0.48159292340278625,0.3814290929293405,1.9073586463928223,1.1136314868927002
stytr2,000000135872__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,000000135872__Symbolism__nicholas-roerich_language-of-forest-1922,000000135872,Symbolism__nicholas-roerich_language-of-forest-1922,0.5800513029098511,0.4820161461830139,0.4299648736677298,1.7990803718566895,1.4796664714813232
stytr2,000000135872__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,000000135872__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000135872,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.4587789475917816,0.5069600939750671,0.44606707422395064,1.8887927532196045,2.1915085315704346
stytr2,000000196442__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,000000196442__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000196442,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.4721081256866455,0.5711299180984497,0.6461997226778476,2.349710464477539,0.9777857661247253
stytr2,000000196442__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,000000196442__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000196442,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.4772820472717285,0.5636765956878662,0.44921515744663243,2.2621355056762695,1.603047251701355
stytr2,000000196442__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,000000196442__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000196442,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.40777072310447693,0.6674737334251404,0.5932529936894138,2.3683738708496094,1.0373479127883911
stytr2,000000196442__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,000000196442__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000196442,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.5543257594108582,0.8142077326774597,0.39697021420324374,2.6017978191375732,0.9152328968048096
stytr2,000000196442__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,000000196442__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000196442,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.6752344965934753,0.726155161857605,0.6299665016678231,1.8730473518371582,0.9517323970794678
stytr2,000000196442__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,000000196442__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000196442,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.3533353805541992,0.6859492659568787,0.2681724404371128,2.631422519683838,1.6318612098693848
stytr2,000000196442__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,000000196442__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000196442,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.5044445991516113,0.7590551376342773,0.3930518752732717,2.203198194503784,0.8352292776107788
stytr2,000000196442__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,000000196442__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000196442,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.3883693516254425,0.6359599828720093,0.3746594283630706,2.6983706951141357,2.9878578186035156
stytr2,000000196442__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,000000196442__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000196442,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.5938940644264221,0.7144463658332825,0.40197009947902723,2.252575159072876,0.9504858255386353
stytr2,000000196442__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,000000196442__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000196442,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.2401876449584961,0.6477236747741699,0.25736464578345514,2.5752131938934326,1.8436803817749023
stytr2,000000196442__Minimalism__mario-schifano_untitled-1963.jpg,000000196442__Minimalism__mario-schifano_untitled-1963,000000196442,Minimalism__mario-schifano_untitled-1963,0.6833500266075134,0.9634388089179993,0.7678379193068322,2.3880233764648438,1.0181124210357666
stytr2,000000196442__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,000000196442__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000196442,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.31656327843666077,0.6071507930755615,0.1081887654773908,2.1892802715301514,0.9129136204719543
stytr2,000000196442__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,000000196442__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000196442,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.2645404636859894,0.6163942813873291,0.18483276340109278,2.7974741458892822,2.5858612060546875
stytr2,000000196442__Pop_Art__peter-max_composition-red-green-1979.jpg,000000196442__Pop_Art__peter-max_composition-red-green-1979,000000196442,Pop_Art__peter-max_composition-red-green-1979,0.6393114924430847,0.5712107419967651,0.5856235153481986,2.666388750076294,2.127218008041382
stytr2,000000196442__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,000000196442__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000196442,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.31789055466651917,0.6898612976074219,0.12681658928545486,2.5018599033355713,2.0527758598327637
stytr2,000000196442__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,000000196442__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000196442,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.5133413672447205,0.5339779257774353,0.36666705310949055,2.0324482917785645,0.5750684142112732
stytr2,000000196442__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,000000196442__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000196442,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.3774488866329193,0.7194052338600159,0.6068945489661397,2.5238583087921143,0.9249118566513062
stytr2,000000196442__Romanticism__gustave-dore_paradise-lost-4.jpg,000000196442__Romanticism__gustave-dore_paradise-lost-4,000000196442,Romanticism__gustave-dore_paradise-lost-4,0.2317182421684265,0.6391313672065735,0.2088772748843775,2.321295738220215,1.0394257307052612
stytr2,000000196442__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,000000196442__Symbolism__nicholas-roerich_language-of-forest-1922,000000196442,Symbolism__nicholas-roerich_language-of-forest-1922,0.39661407470703125,0.6539545059204102,0.2455243395900363,2.616281032562256,1.5116993188858032
stytr2,000000196442__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,000000196442__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000196442,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.5154020190238953,0.6500264406204224,0.34263167395157523,2.473173141479492,2.406879425048828
stytr2,000000210388__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,000000210388__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000210388,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.571390688419342,0.5376924872398376,0.6443650500173086,2.1679697036743164,0.92719566822052
stytr2,000000210388__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,000000210388__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000210388,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.5178372859954834,0.5738533735275269,0.48807810626213366,2.025944232940674,1.6277531385421753
stytr2,000000210388__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,000000210388__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000210388,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.4371892511844635,0.6402868628501892,0.4829655381389837,2.2215466499328613,0.8745140433311462
stytr2,000000210388__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,000000210388__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000210388,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.5283682346343994,0.8283095359802246,0.30068764555808075,2.8071510791778564,0.8470244407653809
stytr2,000000210388__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,000000210388__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000210388,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.6629161834716797,0.7332108616828918,0.5521805210489145,1.9219719171524048,0.8755398988723755
stytr2,000000210388__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,000000210388__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000210388,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.4402613639831543,0.6291953325271606,0.3054712132902326,2.2061245441436768,1.5424177646636963
stytr2,000000210388__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,000000210388__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000210388,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.5624033808708191,0.7523981332778931,0.34688082985762614,2.1276254653930664,0.8547341823577881
stytr2,000000210388__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,000000210388__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000210388,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.4450838267803192,0.6002990007400513,0.3568783428576584,2.3464579582214355,2.8861589431762695
stytr2,000000210388__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,000000210388__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000210388,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.586281955242157,0.6984658241271973,0.3333183867933175,2.2836170196533203,0.9246649146080017
stytr2,000000210388__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,000000210388__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000210388,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.32866689562797546,0.6191372871398926,0.32070229065095096,2.2832043170928955,1.7931112051010132
stytr2,000000210388__Minimalism__mario-schifano_untitled-1963.jpg,000000210388__Minimalism__mario-schifano_untitled-1963,000000210388,Minimalism__mario-schifano_untitled-1963,0.5975856184959412,0.92149817943573,0.7133650849986471,2.5240402221679688,1.267702341079712
stytr2,000000210388__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,000000210388__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000210388,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.3147929608821869,0.6290887594223022,0.1562020438371707,2.20808744430542,0.9058079719543457
stytr2,000000210388__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,000000210388__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000210388,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.32041075825691223,0.5999852418899536,0.23257958336393897,2.5040011405944824,2.51029109954834
stytr2,000000210388__Pop_Art__peter-max_composition-red-green-1979.jpg,000000210388__Pop_Art__peter-max_composition-red-green-1979,000000210388,Pop_Art__peter-max_composition-red-green-1979,0.7225092053413391,0.47241777181625366,0.6985109865260712,2.327436685562134,2.347841262817383
stytr2,000000210388__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,000000210388__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000210388,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.3443499505519867,0.7044796943664551,0.17504050959246897,2.40855073928833,2.171041250228882
stytr2,000000210388__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,000000210388__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000210388,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.576715886592865,0.5568772554397583,0.3630395168247262,1.910987138748169,0.6147411465644836
stytr2,000000210388__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,000000210388__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000210388,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.4229526221752167,0.678476095199585,0.4666947097761133,2.297999382019043,0.568983793258667
stytr2,000000210388__Romanticism__gustave-dore_paradise-lost-4.jpg,000000210388__Romanticism__gustave-dore_paradise-lost-4,000000210388,Romanticism__gustave-dore_paradise-lost-4,0.29800599813461304,0.6325173377990723,0.2324292254296055,2.24933123588562,1.0550979375839233
stytr2,000000210388__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,000000210388__Symbolism__nicholas-roerich_language-of-forest-1922,000000210388,Symbolism__nicholas-roerich_language-of-forest-1922,0.4690188467502594,0.6308857202529907,0.2969222090560744,2.303511142730713,1.516555666923523
stytr2,000000210388__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,000000210388__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000210388,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.5722990036010742,0.624707818031311,0.4025071401140069,2.183945655822754,2.581106185913086
stytr2,000000226171__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,000000226171__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000226171,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.5967638492584229,0.5397053956985474,0.6489093980347501,2.12660551071167,1.1304423809051514
stytr2,000000226171__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,000000226171__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000226171,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.5815859436988831,0.5541586875915527,0.5706754734665548,1.9430055618286133,1.4480149745941162
stytr2,000000226171__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,000000226171__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000226171,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.5265434384346008,0.4699712097644806,0.5938008353835752,2.223837375640869,1.1815789937973022
stytr2,000000226171__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,000000226171__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000226171,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.42349883913993835,0.8194263577461243,0.37392383014875463,2.928299903869629,1.0614863634109497
stytr2,000000226171__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,000000226171__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000226171,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.6311509013175964,0.5204017758369446,0.7024823201957517,1.6901679039001465,0.91560298204422
stytr2,000000226171__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,000000226171__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000226171,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.5382509827613831,0.506399393081665,0.4626826727657509,1.9768261909484863,1.558580994606018
stytr2,000000226171__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,000000226171__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000226171,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.5667275786399841,0.6105775237083435,0.5069861279279837,2.208650588989258,0.9401106238365173
stytr2,000000226171__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,000000226171__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000226171,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.5658504366874695,0.44539040327072144,0.5144154649879533,1.8047643899917603,2.5352373123168945
stytr2,000000226171__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,000000226171__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000226171,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.5445435643196106,0.5826761722564697,0.4899818512695656,2.2634005546569824,1.1323012113571167
stytr2,000000226171__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,000000226171__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000226171,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.47277238965034485,0.5558749437332153,0.3928353842013396,2.300593376159668,1.7253798246383667
stytr2,000000226171__Minimalism__mario-schifano_untitled-1963.jpg,000000226171__Minimalism__mario-schifano_untitled-1963,000000226171,Minimalism__mario-schifano_untitled-1963,0.37790265679359436,0.7669755220413208,0.43888457230618827,2.467109441757202,1.554398536682129
stytr2,000000226171__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,000000226171__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000226171,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.32921671867370605,0.6435904502868652,0.21475782006970592,2.332545757293701,0.8306468725204468
stytr2,000000226171__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,000000226171__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000226171,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.3001612424850464,0.6389966607093811,0.18939482187669862,2.4156289100646973,2.2466797828674316
stytr2,000000226171__Pop_Art__peter-max_composition-red-green-1979.jpg,000000226171__Pop_Art__peter-max_composition-red-green-1979,000000226171,Pop_Art__peter-max_composition-red-green-1979,0.4088137149810791,0.5319507122039795,0.49343805780130834,2.4487195014953613,1.9746055603027344
stytr2,000000226171__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,000000226171__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000226171,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0.3734856843948364,0.6124187707901001,0.22846503872570273,2.180018901824951,2.1259942054748535
stytr2,000000226171__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,000000226171__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000226171,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0.5780248641967773,0.4511709213256836,0.5289405428134577,1.8165736198425293,0.681678295135498
stytr2,000000226171__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,000000226171__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000226171,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0.5045300722122192,0.5153939723968506,0.587389702443456,2.3292126655578613,1.0357301235198975
stytr2,000000226171__Romanticism__gustave-dore_paradise-lost-4.jpg,000000226171__Romanticism__gustave-dore_paradise-lost-4,000000226171,Romanticism__gustave-dore_paradise-lost-4,0.43915772438049316,0.5693985223770142,0.33261369691543796,2.033499240875244,1.0356382131576538
stytr2,000000226171__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,000000226171__Symbolism__nicholas-roerich_language-of-forest-1922,000000226171,Symbolism__nicholas-roerich_language-of-forest-1922,0.5221313834190369,0.5699172019958496,0.4350565257467474,2.070322036743164,1.579673409461975
stytr2,000000226171__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,000000226171__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000226171,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0.4276980459690094,0.5622092485427856,0.4200180638916961,2.2343554496765137,2.0901129245758057
stytr2,000000235857__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,000000235857__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000235857,Abstract_Expressionism__paul-jenkins_not_detected_235703,0.41268840432167053,0.5833783745765686,0.3302312554377291,2.420945167541504,1.1016331911087036
stytr2,000000235857__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,000000235857__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000235857,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0.49584507942199707,0.5910742878913879,0.4447090147978674,2.3005521297454834,1.6180939674377441
stytr2,000000235857__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,000000235857__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000235857,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0.34477171301841736,0.5395796298980713,0.351696606821473,2.5258636474609375,0.9797083139419556
stytr2,000000235857__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,000000235857__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000235857,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0.32212600111961365,0.8491783142089844,0.33763874098347685,3.0158958435058594,0.7503246068954468
stytr2,000000235857__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,000000235857__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000235857,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0.4757366180419922,0.5640126466751099,0.4344446772737549,1.9890929460525513,0.8938811421394348
stytr2,000000235857__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,000000235857__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000235857,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0.5676605701446533,0.48132097721099854,0.4911737654243317,2.138676881790161,1.6954034566879272
stytr2,000000235857__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,000000235857__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000235857,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0.5219277739524841,0.5591411590576172,0.4652502965095346,2.2156670093536377,0.8869355320930481
stytr2,000000235857__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,000000235857__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000235857,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0.45096585154533386,0.5573211312294006,0.3657773097071894,2.5065829753875732,2.8824710845947266
stytr2,000000235857__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,000000235857__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000235857,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0.5009655356407166,0.5240890979766846,0.4319473079393508,2.267893075942993,0.8855313658714294
stytr2,000000235857__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,000000235857__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000235857,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0.45569679141044617,0.5222761631011963,0.3873590850696261,2.3548483848571777,1.5286548137664795
stytr2,000000235857__Minimalism__mario-schifano_untitled-1963.jpg,000000235857__Minimalism__mario-schifano_untitled-1963,000000235857,Minimalism__mario-schifano_untitled-1963,0.20820379257202148,0.8312074542045593,0.13148353029353738,3.0367560386657715,1.3886960744857788
stytr2,000000235857__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,000000235857__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000235857,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0.508478581905365,0.541534960269928,0.3895087263201135,2.1262385845184326,0.8152636289596558
stytr2,000000235857__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,000000235857__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000235857,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0.33407726883888245,0.6533713340759277,0.21600596690900664,2.717839241027832,2.580442428588867
stytr2,000000235857__Pop_Art__peter-max_composition-red-green-1979.jpg,000000235857__Pop_Art__peter-max_composition-red-green-1979,000000235857,Pop_Art__peter-max_composition-red-green-1979,0.30358919501304626,0.572087824344635,0.23205463526139186,2.8158576488494873,1.989255428314209
