method,content,style,ocr_sim,n_gt
adain,1041,mural__img_593crop_0_0,0.0,8
sanet,1041,mural__img_593crop_0_0,0.0938,8
cast,1041,mural__img_593crop_0_0,0.2188,8
stytr2,1041,mural__img_739crop_1_1,0.2188,8
adain,1041,mural__img_739crop_1_1,0.0,8
sanet,1041,mural__img_739crop_1_1,0.0625,8
cast,1041,mural__img_739crop_1_1,0.2188,8
stytr2,1041,western_painting__met_359775,0.25,8
adain,1041,western_painting__met_359775,0.0625,8
sanet,1041,western_painting__met_359775,0.125,8
cast,1041,western_painting__met_359775,0.25,8
stytr2,1041,western_painting__met_383787,0.25,8
adain,1041,western_painting__met_383787,0.0938,8
sanet,1041,western_painting__met_383787,0.0938,8
cast,1041,western_painting__met_383787,0.2188,8
stytr2,1041,western_painting__met_406721,0.25,8
adain,1041,western_painting__met_406721,0.0938,8
sanet,1041,western_painting__met_406721,0.125,8
cast,1041,western_painting__met_406721,0.2188,8
stytr2,1041,western_painting__met_437769,0.2188,8
adain,1041,western_painting__met_437769,0.0,8
sanet,1041,western_painting__met_437769,0.0938,8
cast,1041,western_painting__met_437769,0.25,8
stytr2,1041,western_painting__met_437967,0.2188,8
adain,1041,western_painting__met_437967,0.0,8
sanet,1041,western_painting__met_437967,0.125,8
cast,1041,western_painting__met_437967,0.25,8
stytr2,1041,western_painting__met_439405,0.25,8
adain,1041,western_painting__met_439405,0.0,8
sanet,1041,western_painting__met_439405,0.0,8
cast,1041,western_painting__met_439405,0.2188,8
stytr2,1041,western_painting__met_649693,0.125,8
adain,1041,western_painting__met_649693,0.0,8
sanet,1041,western_painting__met_649693,0.0938,8
cast,1041,western_painting__met_649693,0.2188,8
stytr2,1041,western_painting__met_739494,0.25,8
adain,1041,western_painting__met_739494,0.0,8
sanet,1041,western_painting__met_739494,0.125,8
cast,1041,western_painting__met_739494,0.25,8
stytr2,1041,western_painting__met_787672,0.2188,8
adain,1041,western_painting__met_787672,0.0,8
sanet,1041,western_painting__met_787672,0.125,8
cast,1041,western_painting__met_787672,0.25,8
stytr2,1041,western_painting__met_788182,0.25,8
adain,1041,western_painting__met_788182,0.0938,8
sanet,1041,western_painting__met_788182,0.0938,8
cast,1041,western_painting__met_788182,0.2188,8
stytr2,1185,chinese_landscape__130942,0.2253,7
adain,1185,chinese_landscape__130942,0.0,7
sanet,1185,chinese_landscape__130942,0.1143,7
cast,1185,chinese_landscape__130942,0.2021,7
stytr2,1185,chinese_landscape__132834,0.2479,7
adain,1185,chinese_landscape__132834,0.0,7
sanet,1185,chinese_landscape__132834,0.0893,7
cast,1185,chinese_landscape__132834,0.231,7
stytr2,1185,chinese_landscape__132836,0.2427,7
adain,1185,chinese_landscape__132836,0.0,7
sanet,1185,chinese_landscape__132836,0.2154,7
cast,1185,chinese_landscape__132836,0.2542,7
stytr2,1185,chinese_landscape__132840,0.2427,7
adain,1185,chinese_landscape__132840,0.0,7
sanet,1185,chinese_landscape__132840,0.0857,7
cast,1185,chinese_landscape__132840,0.2696,7
stytr2,1185,chinese_landscape__132930,0.2049,7
adain,1185,chinese_landscape__132930,0.0,7
sanet,1185,chinese_landscape__132930,0.1635,7
cast,1185,chinese_landscape__132930,0.218,7
stytr2,1185,chinese_landscape__137205,0.3125,7
adain,1185,chinese_landscape__137205,0.0,7
sanet,1185,chinese_landscape__137205,0.1693,7
cast,1185,chinese_landscape__137205,0.1984,7
stytr2,1185,chinese_landscape__142574,0.3471,7
adain,1185,chinese_landscape__142574,0.0,7
sanet,1185,chinese_landscape__142574,0.1143,7
cast,1185,chinese_landscape__142574,0.1429,7
stytr2,1185,chinese_landscape__142578,0.3236,7
adain,1185,chinese_landscape__142578,0.0,7
sanet,1185,chinese_landscape__142578,0.125,7
cast,1185,chinese_landscape__142578,0.1286,7
stytr2,1185,chinese_landscape__144829,0.3737,7
adain,1185,chinese_landscape__144829,0.0,7
sanet,1185,chinese_landscape__144829,0.1751,7
cast,1185,chinese_landscape__144829,0.3064,7
stytr2,1185,chinese_landscape__148342,0.2122,7
adain,1185,chinese_landscape__148342,0.0,7
sanet,1185,chinese_landscape__148342,0.1071,7
cast,1185,chinese_landscape__148342,0.1891,7
stytr2,1185,mural__img_1082crop_1_0,0.1786,7
adain,1185,mural__img_1082crop_1_0,0.0,7
sanet,1185,mural__img_1082crop_1_0,0.1224,7
cast,1185,mural__img_1082crop_1_0,0.1143,7
stytr2,1185,mural__img_1224crop_0_0,0.1111,7
adain,1185,mural__img_1224crop_0_0,0.0,7
sanet,1185,mural__img_1224crop_0_0,0.0357,7
cast,1185,mural__img_1224crop_0_0,0.1143,7
stytr2,1185,mural__img_1224crop_1_1,0.1733,7
adain,1185,mural__img_1224crop_1_1,0.0,7
sanet,1185,mural__img_1224crop_1_1,0.0,7
cast,1185,mural__img_1224crop_1_1,0.1111,7
stytr2,1185,mural__img_16crop_0_0,0.1143,7
adain,1185,mural__img_16crop_0_0,0.0,7
sanet,1185,mural__img_16crop_0_0,0.0612,7
cast,1185,mural__img_16crop_0_0,0.2034,7
stytr2,1185,mural__img_276crop_1_0,0.127,7
adain,1185,mural__img_276crop_1_0,0.0,7
sanet,1185,mural__img_276crop_1_0,0.0,7
cast,1185,mural__img_276crop_1_0,0.1965,7
stytr2,1185,mural__img_326crop_1_1,0.1071,7
adain,1185,mural__img_326crop_1_1,0.0,7
sanet,1185,mural__img_326crop_1_1,0.0,7
cast,1185,mural__img_326crop_1_1,0.2236,7
stytr2,1185,mural__img_327crop_0_1,0.125,7
adain,1185,mural__img_327crop_0_1,0.0,7
sanet,1185,mural__img_327crop_0_1,0.0714,7
cast,1185,mural__img_327crop_0_1,0.127,7
stytr2,1185,mural__img_536crop_1_0,0.125,7
adain,1185,mural__img_536crop_1_0,0.0,7
sanet,1185,mural__img_536crop_1_0,0.125,7
cast,1185,mural__img_536crop_1_0,0.1286,7
stytr2,1185,mural__img_593crop_0_0,0.1286,7
adain,1185,mural__img_593crop_0_0,0.0,7
sanet,1185,mural__img_593crop_0_0,0.0952,7
cast,1185,mural__img_593crop_0_0,0.1143,7
stytr2,1185,mural__img_739crop_1_1,0.1111,7
adain,1185,mural__img_739crop_1_1,0.0,7
sanet,1185,mural__img_739crop_1_1,0.0,7
cast,1185,mural__img_739crop_1_1,0.15,7
stytr2,1185,western_painting__met_359775,0.1902,7
adain,1185,western_painting__met_359775,0.0,7
sanet,1185,western_painting__met_359775,0.0794,7
cast,1185,western_painting__met_359775,0.2424,7
stytr2,1185,western_painting__met_383787,0.1429,7
adain,1185,western_painting__met_383787,0.0,7
sanet,1185,western_painting__met_383787,0.1416,7
cast,1185,western_painting__met_383787,0.1286,7
stytr2,1185,western_painting__met_406721,0.2253,7
adain,1185,western_painting__met_406721,0.0,7
sanet,1185,western_painting__met_406721,0.2021,7
cast,1185,western_painting__met_406721,0.2131,7
stytr2,1185,western_painting__met_437769,0.125,7
adain,1185,western_painting__met_437769,0.0,7
sanet,1185,western_painting__met_437769,0.0,7
cast,1185,western_painting__met_437769,0.1111,7
stytr2,1185,western_painting__met_437967,0.1863,7
adain,1185,western_painting__met_437967,0.0,7
sanet,1185,western_painting__met_437967,0.0794,7
cast,1185,western_painting__met_437967,0.2189,7
stytr2,1185,western_painting__met_439405,0.125,7
adain,1185,western_painting__met_439405,0.0,7
sanet,1185,western_painting__met_439405,0.0,7
cast,1185,western_painting__met_439405,0.1922,7
stytr2,1185,western_painting__met_649693,0.1738,7
adain,1185,western_painting__met_649693,0.0,7
sanet,1185,western_painting__met_649693,0.1071,7
cast,1185,western_painting__met_649693,0.1907,7
stytr2,1185,western_painting__met_739494,0.1872,7
adain,1185,western_painting__met_739494,0.0,7
sanet,1185,western_painting__met_739494,0.127,7
cast,1185,western_painting__met_739494,0.1866,7
stytr2,1185,western_painting__met_787672,0.2261,7
adain,1185,western_painting__met_787672,0.0,7
sanet,1185,western_painting__met_787672,0.1111,7
cast,1185,western_painting__met_787672,0.2253,7
stytr2,1185,western_painting__met_788182,0.2281,7
adain,1185,western_painting__met_788182,0.0,7
sanet,1185,western_painting__met_788182,0.1131,7
cast,1185,western_painting__met_788182,0.2269,7
stytr2,1269,chinese_landscape__130942,0.1717,7
adain,1269,chinese_landscape__130942,0.0,7
sanet,1269,chinese_landscape__130942,0.1181,7
cast,1269,chinese_landscape__130942,0.1717,7
stytr2,1269,chinese_landscape__132834,0.1717,7
adain,1269,chinese_landscape__132834,0.0,7
sanet,1269,chinese_landscape__132834,0.0714,7
cast,1269,chinese_landscape__132834,0.1717,7
stytr2,1269,chinese_landscape__132836,0.236,7
adain,1269,chinese_landscape__132836,0.0,7
sanet,1269,chinese_landscape__132836,0.1538,7
cast,1269,chinese_landscape__132836,0.1717,7
stytr2,1269,chinese_landscape__132840,0.1717,7
adain,1269,chinese_landscape__132840,0.0,7
sanet,1269,chinese_landscape__132840,0.1181,7
cast,1269,chinese_landscape__132840,0.1717,7
stytr2,1269,chinese_landscape__132930,0.2574,7
adain,1269,chinese_landscape__132930,0.0,7
sanet,1269,chinese_landscape__132930,0.0,7
cast,1269,chinese_landscape__132930,0.1717,7
stytr2,1269,chinese_landscape__137205,0.2003,7
adain,1269,chinese_landscape__137205,0.0,7
sanet,1269,chinese_landscape__137205,0.0,7
cast,1269,chinese_landscape__137205,0.1717,7
stytr2,1269,chinese_landscape__142574,0.1717,7
adain,1269,chinese_landscape__142574,0.0,7
sanet,1269,chinese_landscape__142574,0.0,7
cast,1269,chinese_landscape__142574,0.1717,7
stytr2,1269,chinese_landscape__142578,0.1717,7
adain,1269,chinese_landscape__142578,0.0,7
sanet,1269,chinese_landscape__142578,0.1538,7
cast,1269,chinese_landscape__142578,0.1717,7
stytr2,1269,chinese_landscape__144829,0.1717,7
adain,1269,chinese_landscape__144829,0.0,7
sanet,1269,chinese_landscape__144829,0.1538,7
cast,1269,chinese_landscape__144829,0.1717,7
stytr2,1269,chinese_landscape__148342,0.1717,7
adain,1269,chinese_landscape__148342,0.0,7
sanet,1269,chinese_landscape__148342,0.0,7
cast,1269,chinese_landscape__148342,0.1717,7
stytr2,1269,mural__img_1082crop_1_0,0.2074,7
adain,1269,mural__img_1082crop_1_0,0.0,7
sanet,1269,mural__img_1082crop_1_0,0.0,7
cast,1269,mural__img_1082crop_1_0,0.1717,7
stytr2,1269,mural__img_1224crop_0_0,0.136,7
adain,1269,mural__img_1224crop_0_0,0.0,7
sanet,1269,mural__img_1224crop_0_0,0.0,7
cast,1269,mural__img_1224crop_0_0,0.1717,7
stytr2,1269,mural__img_1224crop_1_1,0.1538,7
adain,1269,mural__img_1224crop_1_1,0.0,7
sanet,1269,mural__img_1224crop_1_1,0.0,7
cast,1269,mural__img_1224crop_1_1,0.1538,7
stytr2,1269,mural__img_16crop_0_0,0.1717,7
adain,1269,mural__img_16crop_0_0,0.0,7
sanet,1269,mural__img_16crop_0_0,0.0,7
cast,1269,mural__img_16crop_0_0,0.1717,7
stytr2,1269,mural__img_276crop_1_0,0.1538,7
adain,1269,mural__img_276crop_1_0,0.0,7
sanet,1269,mural__img_276crop_1_0,0.0,7
cast,1269,mural__img_276crop_1_0,0.1717,7
stytr2,1269,mural__img_326crop_1_1,0.13,7
adain,1269,mural__img_326crop_1_1,0.0,7
sanet,1269,mural__img_326crop_1_1,0.0,7
cast,1269,mural__img_326crop_1_1,0.1717,7
stytr2,1269,mural__img_327crop_0_1,0.1717,7
adain,1269,mural__img_327crop_0_1,0.0,7
sanet,1269,mural__img_327crop_0_1,0.1334,7
cast,1269,mural__img_327crop_0_1,0.1717,7
stytr2,1269,mural__img_536crop_1_0,0.1717,7
adain,1269,mural__img_536crop_1_0,0.0,7
sanet,1269,mural__img_536crop_1_0,0.0722,7
cast,1269,mural__img_536crop_1_0,0.1717,7
stytr2,1269,mural__img_593crop_0_0,0.1717,7
adain,1269,mural__img_593crop_0_0,0.0,7
sanet,1269,mural__img_593crop_0_0,0.0,7
cast,1269,mural__img_593crop_0_0,0.1717,7
stytr2,1269,mural__img_739crop_1_1,0.1717,7
adain,1269,mural__img_739crop_1_1,0.0,7
sanet,1269,mural__img_739crop_1_1,0.0,7
cast,1269,mural__img_739crop_1_1,0.1717,7
stytr2,1269,western_painting__met_359775,0.1538,7
adain,1269,western_painting__met_359775,0.0,7
sanet,1269,western_painting__met_359775,0.0,7
cast,1269,western_painting__met_359775,0.1717,7
stytr2,1269,western_painting__met_383787,0.1538,7
adain,1269,western_painting__met_383787,0.0,7
sanet,1269,western_painting__met_383787,0.0926,7
cast,1269,western_painting__met_383787,0.1717,7
stytr2,1269,western_painting__met_406721,0.1717,7
adain,1269,western_painting__met_406721,0.0,7
sanet,1269,western_painting__met_406721,0.113,7
cast,1269,western_painting__met_406721,0.2288,7
stytr2,1269,western_painting__met_437769,0.2003,7
adain,1269,western_painting__met_437769,0.0,7
sanet,1269,western_painting__met_437769,0.0,7
cast,1269,western_painting__met_437769,0.1717,7
stytr2,1269,western_painting__met_437967,0.1717,7
adain,1269,western_painting__met_437967,0.0,7
sanet,1269,western_painting__met_437967,0.0,7
cast,1269,western_painting__met_437967,0.1717,7
stytr2,1269,western_painting__met_439405,0.1717,7
adain,1269,western_painting__met_439405,0.0,7
sanet,1269,western_painting__met_439405,0.0,7
cast,1269,western_painting__met_439405,0.1717,7
stytr2,1269,western_painting__met_649693,0.0586,7
adain,1269,western_painting__met_649693,0.0,7
sanet,1269,western_painting__met_649693,0.0,7
cast,1269,western_painting__met_649693,0.1717,7
stytr2,1269,western_painting__met_739494,0.1334,7
adain,1269,western_painting__met_739494,0.0,7
sanet,1269,western_painting__met_739494,0.113,7
cast,1269,western_painting__met_739494,0.1717,7
stytr2,1269,western_painting__met_787672,0.1538,7
adain,1269,western_painting__met_787672,0.0,7
sanet,1269,western_painting__met_787672,0.13,7
cast,1269,western_painting__met_787672,0.1717,7
stytr2,1269,western_painting__met_788182,0.1717,7
adain,1269,western_painting__met_788182,0.0,7
sanet,1269,western_painting__met_788182,0.0,7
cast,1269,western_painting__met_788182,0.1717,7
stytr2,1337,chinese_landscape__130942,0.0952,3
adain,1337,chinese_landscape__130942,0.0,3
sanet,1337,chinese_landscape__130942,0.0,3
cast,1337,chinese_landscape__130942,0.0,3
stytr2,1337,chinese_landscape__132834,0.0,3
adain,1337,chinese_landscape__132834,0.0,3
sanet,1337,chinese_landscape__132834,0.0,3
cast,1337,chinese_landscape__132834,0.0,3
stytr2,1337,chinese_landscape__132836,0.0,3
adain,1337,chinese_landscape__132836,0.0,3
sanet,1337,chinese_landscape__132836,0.0,3
cast,1337,chinese_landscape__132836,0.0,3
stytr2,1337,chinese_landscape__132840,0.1905,3
adain,1337,chinese_landscape__132840,0.0,3
sanet,1337,chinese_landscape__132840,0.0,3
cast,1337,chinese_landscape__132840,0.0,3
stytr2,1337,chinese_landscape__132930,0.0,3
adain,1337,chinese_landscape__132930,0.0,3
sanet,1337,chinese_landscape__132930,0.0,3
cast,1337,chinese_landscape__132930,0.0,3
stytr2,1337,chinese_landscape__137205,0.0,3
adain,1337,chinese_landscape__137205,0.0,3
sanet,1337,chinese_landscape__137205,0.0,3
cast,1337,chinese_landscape__137205,0.0,3
stytr2,1337,chinese_landscape__142574,0.2857,3
adain,1337,chinese_landscape__142574,0.0,3
sanet,1337,chinese_landscape__142574,0.0,3
cast,1337,chinese_landscape__142574,0.0,3
stytr2,1337,chinese_landscape__142578,0.1429,3
adain,1337,chinese_landscape__142578,0.0,3
sanet,1337,chinese_landscape__142578,0.0,3
cast,1337,chinese_landscape__142578,0.0,3
stytr2,1337,chinese_landscape__144829,0.2381,3
adain,1337,chinese_landscape__144829,0.0,3
sanet,1337,chinese_landscape__144829,0.0952,3
cast,1337,chinese_landscape__144829,0.0,3
stytr2,1337,chinese_landscape__148342,0.0,3
adain,1337,chinese_landscape__148342,0.0,3
sanet,1337,chinese_landscape__148342,0.0,3
cast,1337,chinese_landscape__148342,0.0,3
stytr2,1337,mural__img_1082crop_1_0,0.0,3
adain,1337,mural__img_1082crop_1_0,0.0,3
sanet,1337,mural__img_1082crop_1_0,0.0,3
cast,1337,mural__img_1082crop_1_0,0.0,3
stytr2,1337,mural__img_1224crop_0_0,0.0,3
adain,1337,mural__img_1224crop_0_0,0.0,3
sanet,1337,mural__img_1224crop_0_0,0.0,3
cast,1337,mural__img_1224crop_0_0,0.0,3
stytr2,1337,mural__img_1224crop_1_1,0.0,3
adain,1337,mural__img_1224crop_1_1,0.0,3
sanet,1337,mural__img_1224crop_1_1,0.0,3
cast,1337,mural__img_1224crop_1_1,0.0,3
stytr2,1337,mural__img_16crop_0_0,0.0,3
adain,1337,mural__img_16crop_0_0,0.0,3
sanet,1337,mural__img_16crop_0_0,0.0,3
cast,1337,mural__img_16crop_0_0,0.0,3
stytr2,1337,mural__img_276crop_1_0,0.0,3
adain,1337,mural__img_276crop_1_0,0.0,3
sanet,1337,mural__img_276crop_1_0,0.0,3
cast,1337,mural__img_276crop_1_0,0.0,3
stytr2,1337,mural__img_326crop_1_1,0.0,3
adain,1337,mural__img_326crop_1_1,0.0,3
sanet,1337,mural__img_326crop_1_1,0.0,3
cast,1337,mural__img_326crop_1_1,0.0,3
stytr2,1337,mural__img_327crop_0_1,0.0952,3
adain,1337,mural__img_327crop_0_1,0.0,3
sanet,1337,mural__img_327crop_0_1,0.0,3
cast,1337,mural__img_327crop_0_1,0.0,3
stytr2,1337,mural__img_536crop_1_0,0.0,3
adain,1337,mural__img_536crop_1_0,0.0,3
sanet,1337,mural__img_536crop_1_0,0.0,3
cast,1337,mural__img_536crop_1_0,0.0,3
stytr2,1337,mural__img_593crop_0_0,0.0,3
adain,1337,mural__img_593crop_0_0,0.0,3
sanet,1337,mural__img_593crop_0_0,0.0,3
cast,1337,mural__img_593crop_0_0,0.0,3
stytr2,1337,mural__img_739crop_1_1,0.0,3
adain,1337,mural__img_739crop_1_1,0.0,3
sanet,1337,mural__img_739crop_1_1,0.0,3
cast,1337,mural__img_739crop_1_1,0.0,3
stytr2,1337,western_painting__met_359775,0.0,3
adain,1337,western_painting__met_359775,0.0,3
sanet,1337,western_painting__met_359775,0.0,3
cast,1337,western_painting__met_359775,0.0,3
stytr2,1337,western_painting__met_383787,0.0,3
adain,1337,western_painting__met_383787,0.0,3
sanet,1337,western_painting__met_383787,0.0,3
cast,1337,western_painting__met_383787,0.0,3
stytr2,1337,western_painting__met_406721,0.0,3
adain,1337,western_painting__met_406721,0.0,3
sanet,1337,western_painting__met_406721,0.0,3
cast,1337,western_painting__met_406721,0.0,3
stytr2,1337,western_painting__met_437769,0.0,3
adain,1337,western_painting__met_437769,0.0,3
sanet,1337,western_painting__met_437769,0.0,3
cast,1337,western_painting__met_437769,0.0,3
stytr2,1337,western_painting__met_437967,0.0,3
adain,1337,western_painting__met_437967,0.0,3
sanet,1337,western_painting__met_437967,0.0,3
cast,1337,western_painting__met_437967,0.0,3
stytr2,1337,western_painting__met_439405,0.0,3
adain,1337,western_painting__met_439405,0.0,3
sanet,1337,western_painting__met_439405,0.0,3
cast,1337,western_painting__met_439405,0.0,3
stytr2,1337,western_painting__met_649693,0.0,3
adain,1337,western_painting__met_649693,0.0,3
sanet,1337,western_painting__met_649693,0.0,3
cast,1337,western_painting__met_649693,0.0,3
stytr2,1337,western_painting__met_739494,0.0,3
adain,1337,western_painting__met_739494,0.0,3
sanet,1337,western_painting__met_739494,0.0,3
cast,1337,western_painting__met_739494,0.0,3
stytr2,1337,western_painting__met_787672,0.0,3
adain,1337,western_painting__met_787672,0.0,3
sanet,1337,western_painting__met_787672,0.0,3
cast,1337,western_painting__met_787672,0.0606,3
stytr2,1337,western_painting__met_788182,0.0,3
adain,1337,western_painting__met_788182,0.0,3
sanet,1337,western_painting__met_788182,0.0,3
cast,1337,western_painting__met_788182,0.0,3
stytr2,1344,chinese_landscape__130942,0.5164,6
adain,1344,chinese_landscape__130942,0.0779,6
sanet,1344,chinese_landscape__130942,0.5013,6
cast,1344,chinese_landscape__130942,0.5619,6
stytr2,1344,chinese_landscape__132834,0.5316,6
adain,1344,chinese_landscape__132834,0.0,6
sanet,1344,chinese_landscape__132834,0.2722,6
cast,1344,chinese_landscape__132834,0.5164,6
stytr2,1344,chinese_landscape__132836,0.5164,6
adain,1344,chinese_landscape__132836,0.0,6
sanet,1344,chinese_landscape__132836,0.4434,6
cast,1344,chinese_landscape__132836,0.5164,6
stytr2,1344,chinese_landscape__132840,0.4876,6
adain,1344,chinese_landscape__132840,0.0,6
sanet,1344,chinese_landscape__132840,0.3783,6
cast,1344,chinese_landscape__132840,0.6149,6
stytr2,1344,chinese_landscape__132930,0.5316,6
adain,1344,chinese_landscape__132930,0.0,6
sanet,1344,chinese_landscape__132930,0.3801,6
cast,1344,chinese_landscape__132930,0.6391,6
stytr2,1344,chinese_landscape__137205,0.471,6
adain,1344,chinese_landscape__137205,0.0,6
sanet,1344,chinese_landscape__137205,0.4268,6
cast,1344,chinese_landscape__137205,0.5164,6
stytr2,1344,chinese_landscape__142574,0.5316,6
adain,1344,chinese_landscape__142574,0.0,6
sanet,1344,chinese_landscape__142574,0.5055,6
cast,1344,chinese_landscape__142574,0.5225,6
stytr2,1344,chinese_landscape__142578,0.5316,6
adain,1344,chinese_landscape__142578,0.0,6
sanet,1344,chinese_landscape__142578,0.5025,6
cast,1344,chinese_landscape__142578,0.5013,6
stytr2,1344,chinese_landscape__144829,0.5316,6
adain,1344,chinese_landscape__144829,0.0,6
sanet,1344,chinese_landscape__144829,0.3779,6
cast,1344,chinese_landscape__144829,0.5225,6
stytr2,1344,chinese_landscape__148342,0.5376,6
adain,1344,chinese_landscape__148342,0.0,6
sanet,1344,chinese_landscape__148342,0.407,6
cast,1344,chinese_landscape__148342,0.5467,6
stytr2,1344,mural__img_1082crop_1_0,0.5316,6
adain,1344,mural__img_1082crop_1_0,0.0,6
sanet,1344,mural__img_1082crop_1_0,0.0,6
cast,1344,mural__img_1082crop_1_0,0.5402,6
stytr2,1344,mural__img_1224crop_0_0,0.5073,6
adain,1344,mural__img_1224crop_0_0,0.0,6
sanet,1344,mural__img_1224crop_0_0,0.0,6
cast,1344,mural__img_1224crop_0_0,0.4274,6
stytr2,1344,mural__img_1224crop_1_1,0.3838,6
adain,1344,mural__img_1224crop_1_1,0.0,6
sanet,1344,mural__img_1224crop_1_1,0.2379,6
cast,1344,mural__img_1224crop_1_1,0.5225,6
stytr2,1344,mural__img_16crop_0_0,0.1528,6
adain,1344,mural__img_16crop_0_0,0.0,6
sanet,1344,mural__img_16crop_0_0,0.2962,6
cast,1344,mural__img_16crop_0_0,0.3535,6
stytr2,1344,mural__img_276crop_1_0,0.1139,6
adain,1344,mural__img_276crop_1_0,0.0,6
sanet,1344,mural__img_276crop_1_0,0.1417,6
cast,1344,mural__img_276crop_1_0,0.3865,6
stytr2,1344,mural__img_326crop_1_1,0.452,6
adain,1344,mural__img_326crop_1_1,0.0,6
sanet,1344,mural__img_326crop_1_1,0.0972,6
cast,1344,mural__img_326crop_1_1,0.5181,6
stytr2,1344,mural__img_327crop_0_1,0.5225,6
adain,1344,mural__img_327crop_0_1,0.0,6
sanet,1344,mural__img_327crop_0_1,0.2106,6
cast,1344,mural__img_327crop_0_1,0.4725,6
stytr2,1344,mural__img_536crop_1_0,0.5194,6
adain,1344,mural__img_536crop_1_0,0.0,6
sanet,1344,mural__img_536crop_1_0,0.0,6
cast,1344,mural__img_536crop_1_0,0.5376,6
stytr2,1344,mural__img_593crop_0_0,0.5484,6
adain,1344,mural__img_593crop_0_0,0.0,6
sanet,1344,mural__img_593crop_0_0,0.1556,6
cast,1344,mural__img_593crop_0_0,0.5013,6
stytr2,1344,mural__img_739crop_1_1,0.3304,6
adain,1344,mural__img_739crop_1_1,0.0,6
sanet,1344,mural__img_739crop_1_1,0.0931,6
cast,1344,mural__img_739crop_1_1,0.4947,6
stytr2,1344,western_painting__met_359775,0.4592,6
adain,1344,western_painting__met_359775,0.0,6
sanet,1344,western_painting__met_359775,0.3455,6
cast,1344,western_painting__met_359775,0.5164,6
stytr2,1344,western_painting__met_383787,0.4342,6
adain,1344,western_painting__met_383787,0.0,6
sanet,1344,western_painting__met_383787,0.4625,6
cast,1344,western_painting__met_383787,0.4558,6
stytr2,1344,western_painting__met_406721,0.3965,6
adain,1344,western_painting__met_406721,0.0,6
sanet,1344,western_painting__met_406721,0.5339,6
cast,1344,western_painting__met_406721,0.5164,6
stytr2,1344,western_painting__met_437769,0.1111,6
adain,1344,western_painting__met_437769,0.0,6
sanet,1344,western_painting__met_437769,0.132,6
cast,1344,western_painting__met_437769,0.5164,6
stytr2,1344,western_painting__met_437967,0.4453,6
adain,1344,western_painting__met_437967,0.0,6
sanet,1344,western_painting__met_437967,0.2974,6
cast,1344,western_painting__met_437967,0.5164,6
stytr2,1344,western_painting__met_439405,0.392,6
adain,1344,western_painting__met_439405,0.0,6
sanet,1344,western_painting__met_439405,0.0,6
cast,1344,western_painting__met_439405,0.4747,6
stytr2,1344,western_painting__met_649693,0.488,6
adain,1344,western_painting__met_649693,0.0,6
sanet,1344,western_painting__met_649693,0.3048,6
cast,1344,western_painting__met_649693,0.5164,6
stytr2,1344,western_painting__met_739494,0.1111,6
adain,1344,western_painting__met_739494,0.0,6
sanet,1344,western_painting__met_739494,0.2166,6
cast,1344,western_painting__met_739494,0.4274,6
stytr2,1344,western_painting__met_787672,0.5021,6
adain,1344,western_painting__met_787672,0.0,6
sanet,1344,western_painting__met_787672,0.3523,6
cast,1344,western_painting__met_787672,0.5164,6
stytr2,1344,western_painting__met_788182,0.4669,6
adain,1344,western_painting__met_788182,0.0,6
sanet,1344,western_painting__met_788182,0.3045,6
cast,1344,western_painting__met_788182,0.5316,6
stytr2,1535,chinese_landscape__130942,0.6102,15
adain,1535,chinese_landscape__130942,0.0833,15
sanet,1535,chinese_landscape__130942,0.3822,15
cast,1535,chinese_landscape__130942,0.5561,15
stytr2,1535,chinese_landscape__132834,0.5909,15
adain,1535,chinese_landscape__132834,0.0641,15
sanet,1535,chinese_landscape__132834,0.4493,15
cast,1535,chinese_landscape__132834,0.5472,15
stytr2,1535,chinese_landscape__132836,0.5987,15
adain,1535,chinese_landscape__132836,0.0519,15
sanet,1535,chinese_landscape__132836,0.38,15
cast,1535,chinese_landscape__132836,0.5411,15
stytr2,1535,chinese_landscape__132840,0.6061,15
adain,1535,chinese_landscape__132840,0.0,15
sanet,1535,chinese_landscape__132840,0.3731,15
cast,1535,chinese_landscape__132840,0.5318,15
stytr2,1535,chinese_landscape__132930,0.6227,15
adain,1535,chinese_landscape__132930,0.0,15
sanet,1535,chinese_landscape__132930,0.3876,15
cast,1535,chinese_landscape__132930,0.5231,15
stytr2,1535,chinese_landscape__137205,0.5956,15
adain,1535,chinese_landscape__137205,0.0667,15
sanet,1535,chinese_landscape__137205,0.4324,15
cast,1535,chinese_landscape__137205,0.5394,15
stytr2,1535,chinese_landscape__142574,0.6275,15
adain,1535,chinese_landscape__142574,0.063,15
sanet,1535,chinese_landscape__142574,0.2985,15
cast,1535,chinese_landscape__142574,0.5616,15
stytr2,1535,chinese_landscape__142578,0.6005,15
adain,1535,chinese_landscape__142578,0.0,15
sanet,1535,chinese_landscape__142578,0.5009,15
cast,1535,chinese_landscape__142578,0.5505,15
stytr2,1535,chinese_landscape__144829,0.6227,15
adain,1535,chinese_landscape__144829,0.1167,15
sanet,1535,chinese_landscape__144829,0.5061,15
cast,1535,chinese_landscape__144829,0.5294,15
stytr2,1535,chinese_landscape__148342,0.5736,15
adain,1535,chinese_landscape__148342,0.0426,15
sanet,1535,chinese_landscape__148342,0.3704,15
cast,1535,chinese_landscape__148342,0.5372,15
stytr2,1535,mural__img_1082crop_1_0,0.5502,15
