method,output,ssim,lpips,e_ssim,l_c,l_s
adain,1670__chinese_landscape__132930.jpg,0.6223,0.6479,0.3929,2.9574,0.698
adain,1670__chinese_landscape__137205.jpg,0.2931,0.7098,0.1193,3.0633,1.6594
adain,1670__chinese_landscape__142574.jpg,0.599,0.6745,0.3349,2.9492,0.8342
adain,1670__chinese_landscape__142578.jpg,0.3846,0.6896,0.1556,3.1167,1.0702
adain,1670__chinese_landscape__144829.jpg,0.4743,0.676,0.2031,3.014,1.0756
adain,1670__chinese_landscape__148342.jpg,0.3573,0.6836,0.1311,3.0508,0.8442
adain,1670__mural__img_1082crop_1_0.jpg,0.1412,0.7476,0.0653,3.1714,3.4895
adain,1670__mural__img_1224crop_0_0.jpg,0.078,0.7743,0.0415,3.2502,5.4093
adain,1670__mural__img_1224crop_1_1.jpg,0.0854,0.764,0.0406,3.1565,6.5301
adain,1670__mural__img_16crop_0_0.jpg,0.2024,0.7759,0.0796,3.2806,2.1448
adain,1670__mural__img_276crop_1_0.jpg,0.1265,0.8171,0.0518,2.9637,1.7025
adain,1670__mural__img_326crop_1_1.jpg,0.2303,0.7559,0.0875,3.058,1.219
adain,1670__mural__img_327crop_0_1.jpg,0.2157,0.7308,0.0918,3.0243,2.2
adain,1670__mural__img_536crop_1_0.jpg,0.2241,0.7245,0.106,2.9554,2.0581
adain,1670__mural__img_593crop_0_0.jpg,0.1734,0.7308,0.0821,3.1087,1.5042
adain,1670__mural__img_739crop_1_1.jpg,0.161,0.7297,0.1444,3.1032,2.007
adain,1670__western_painting__met_359775.jpg,0.3587,0.6763,0.1857,3.0084,1.7118
adain,1670__western_painting__met_383787.jpg,0.5784,0.6409,0.3845,2.9463,1.3878
adain,1670__western_painting__met_406721.jpg,0.263,0.7278,0.1001,2.9944,1.2934
adain,1670__western_painting__met_437769.jpg,0.208,0.6849,0.3252,3.0297,1.4467
adain,1670__western_painting__met_437967.jpg,0.2849,0.6939,0.2,3.0108,1.4851
adain,1670__western_painting__met_439405.jpg,0.3743,0.6562,0.3508,2.7236,1.5864
adain,1670__western_painting__met_649693.jpg,0.2895,0.69,0.142,3.1077,2.3878
adain,1670__western_painting__met_739494.jpg,0.3835,0.6446,0.2004,3.0313,2.2539
adain,1670__western_painting__met_787672.jpg,0.2247,0.6801,0.0925,3.0407,1.7935
adain,1670__western_painting__met_788182.jpg,0.3867,0.6607,0.1766,2.9757,1.3859
adain,1707__chinese_landscape__130942.jpg,0.5282,0.5813,0.3844,2.2924,0.6675
adain,1707__chinese_landscape__132834.jpg,0.5164,0.6095,0.4249,2.336,1.1417
adain,1707__chinese_landscape__132836.jpg,0.5173,0.6041,0.423,2.3804,1.2465
adain,1707__chinese_landscape__132840.jpg,0.562,0.5727,0.5363,2.2797,1.2469
adain,1707__chinese_landscape__132930.jpg,0.5803,0.5912,0.5079,2.3889,0.6595
adain,1707__chinese_landscape__137205.jpg,0.4077,0.6857,0.2561,2.5147,1.6639
adain,1707__chinese_landscape__142574.jpg,0.5801,0.6249,0.4854,2.3711,0.7855
adain,1707__chinese_landscape__142578.jpg,0.4774,0.6255,0.3115,2.3785,1.0357
adain,1707__chinese_landscape__144829.jpg,0.5061,0.631,0.3644,2.3358,1.0155
adain,1707__chinese_landscape__148342.jpg,0.4868,0.6201,0.302,2.3858,0.7433
adain,1707__mural__img_1082crop_1_0.jpg,0.249,0.6995,0.1627,2.6824,3.5102
adain,1707__mural__img_1224crop_0_0.jpg,0.1669,0.7358,0.1193,2.8315,5.563
adain,1707__mural__img_1224crop_1_1.jpg,0.1714,0.7322,0.1136,2.7559,6.6776
adain,1707__mural__img_16crop_0_0.jpg,0.2947,0.7248,0.1739,2.9932,1.7363
adain,1707__mural__img_276crop_1_0.jpg,0.1995,0.7244,0.1204,2.8705,1.8439
adain,1707__mural__img_326crop_1_1.jpg,0.3407,0.7316,0.1964,2.6686,0.9586
adain,1707__mural__img_327crop_0_1.jpg,0.322,0.6836,0.2108,2.5026,2.0382
adain,1707__mural__img_536crop_1_0.jpg,0.3302,0.6917,0.2124,2.4916,1.8728
adain,1707__mural__img_593crop_0_0.jpg,0.268,0.6777,0.1644,2.6073,1.2813
adain,1707__mural__img_739crop_1_1.jpg,0.2592,0.6463,0.2645,2.6239,1.6019
adain,1707__western_painting__met_359775.jpg,0.499,0.642,0.3837,2.3243,1.3547
adain,1707__western_painting__met_383787.jpg,0.5445,0.6043,0.5002,2.4986,1.1213
adain,1707__western_painting__met_406721.jpg,0.3899,0.6928,0.2201,2.3941,0.9546
adain,1707__western_painting__met_437769.jpg,0.2917,0.6343,0.4315,2.4811,1.3066
adain,1707__western_painting__met_437967.jpg,0.3873,0.6285,0.34,2.4028,1.4712
adain,1707__western_painting__met_439405.jpg,0.4536,0.531,0.4665,2.2213,1.5181
adain,1707__western_painting__met_649693.jpg,0.4424,0.6075,0.3496,2.5647,1.6474
adain,1707__western_painting__met_739494.jpg,0.4754,0.6113,0.3579,2.6389,2.0061
adain,1707__western_painting__met_787672.jpg,0.3686,0.6145,0.2311,2.4429,1.8203
adain,1707__western_painting__met_788182.jpg,0.4692,0.6002,0.3249,2.4715,1.3
adain,1899__chinese_landscape__130942.jpg,0.4787,0.6644,0.323,2.5355,0.6919
adain,1899__chinese_landscape__132834.jpg,0.503,0.5984,0.3741,2.3537,1.0678
adain,1899__chinese_landscape__132836.jpg,0.4926,0.6193,0.3593,2.4443,1.1237
adain,1899__chinese_landscape__132840.jpg,0.5768,0.6075,0.4976,2.3709,1.1056
adain,1899__chinese_landscape__132930.jpg,0.5893,0.6233,0.4557,2.4988,0.6001
adain,1899__chinese_landscape__137205.jpg,0.3471,0.6896,0.2037,2.6443,1.5856
adain,1899__chinese_landscape__142574.jpg,0.5671,0.6308,0.4144,2.5767,0.7075
adain,1899__chinese_landscape__142578.jpg,0.4317,0.656,0.2444,2.4812,0.9989
adain,1899__chinese_landscape__144829.jpg,0.4807,0.6471,0.2997,2.4517,1.0316
adain,1899__chinese_landscape__148342.jpg,0.3983,0.6606,0.205,2.5193,0.7901
adain,1899__mural__img_1082crop_1_0.jpg,0.2028,0.6871,0.1024,2.6644,3.5743
adain,1899__mural__img_1224crop_0_0.jpg,0.0981,0.7799,0.0557,2.9645,5.4917
adain,1899__mural__img_1224crop_1_1.jpg,0.0993,0.783,0.0481,2.9492,6.4583
adain,1899__mural__img_16crop_0_0.jpg,0.253,0.7277,0.0872,2.9434,1.6663
adain,1899__mural__img_276crop_1_0.jpg,0.1346,0.7152,0.0451,3.0509,1.8599
adain,1899__mural__img_326crop_1_1.jpg,0.2649,0.7561,0.0965,2.9011,1.1154
adain,1899__mural__img_327crop_0_1.jpg,0.2761,0.6955,0.1341,2.6659,2.0145
adain,1899__mural__img_536crop_1_0.jpg,0.2689,0.7323,0.1385,2.7611,1.9358
adain,1899__mural__img_593crop_0_0.jpg,0.2157,0.7662,0.0895,2.8326,1.3199
adain,1899__mural__img_739crop_1_1.jpg,0.1912,0.7234,0.1886,2.778,1.6341
adain,1899__western_painting__met_359775.jpg,0.3939,0.6979,0.2459,2.4954,1.3485
adain,1899__western_painting__met_383787.jpg,0.5687,0.6197,0.4872,2.3253,1.0444
adain,1899__western_painting__met_406721.jpg,0.3391,0.6298,0.1629,2.4197,0.8784
adain,1899__western_painting__met_437769.jpg,0.2507,0.7258,0.3628,2.5562,1.2118
adain,1899__western_painting__met_437967.jpg,0.3303,0.6868,0.2522,2.6147,1.2832
adain,1899__western_painting__met_439405.jpg,0.3907,0.601,0.3643,2.6248,1.5299
adain,1899__western_painting__met_649693.jpg,0.3942,0.5941,0.2935,2.4021,1.6286
adain,1899__western_painting__met_739494.jpg,0.4077,0.6481,0.2581,2.4352,1.5683
adain,1899__western_painting__met_787672.jpg,0.3368,0.6461,0.1885,2.3733,1.6272
adain,1899__western_painting__met_788182.jpg,0.4462,0.6418,0.2733,2.3814,1.0662
adain,2088__chinese_landscape__130942.jpg,0.5139,0.6356,0.3382,2.6366,0.6667
adain,2088__chinese_landscape__132834.jpg,0.5522,0.6423,0.3255,2.6155,1.1598
adain,2088__chinese_landscape__132836.jpg,0.5387,0.6353,0.3098,2.6023,1.1984
adain,2088__chinese_landscape__132840.jpg,0.6802,0.5941,0.5043,2.4175,1.1139
adain,2088__chinese_landscape__132930.jpg,0.671,0.6147,0.4369,2.5136,0.6484
adain,2088__chinese_landscape__137205.jpg,0.3551,0.71,0.1434,2.6229,1.6611
adain,2088__chinese_landscape__142574.jpg,0.6477,0.6466,0.3998,2.5606,0.798
adain,2088__chinese_landscape__142578.jpg,0.4551,0.6646,0.1822,2.6442,1.0575
adain,2088__chinese_landscape__144829.jpg,0.505,0.673,0.2279,2.6042,1.0696
adain,2088__chinese_landscape__148342.jpg,0.3942,0.6621,0.1294,2.6432,0.865
adain,2088__mural__img_1082crop_1_0.jpg,0.1542,0.7759,0.0516,3.0436,3.6219
adain,2088__mural__img_1224crop_0_0.jpg,0.0776,0.8117,0.0266,3.217,5.7215
adain,2088__mural__img_1224crop_1_1.jpg,0.0807,0.8077,0.0252,3.2085,6.7327
adain,2088__mural__img_16crop_0_0.jpg,0.2338,0.7897,0.0593,3.2744,2.1598
adain,2088__mural__img_276crop_1_0.jpg,0.1206,0.8262,0.0308,3.2295,2.021
adain,2088__mural__img_326crop_1_1.jpg,0.2455,0.8048,0.0612,3.2017,1.3798
adain,2088__mural__img_327crop_0_1.jpg,0.2411,0.7611,0.0879,3.0861,2.489
adain,2088__mural__img_536crop_1_0.jpg,0.2226,0.7899,0.0801,3.1756,2.3927
adain,2088__mural__img_593crop_0_0.jpg,0.182,0.7654,0.0614,3.2068,1.6987
adain,2088__mural__img_739crop_1_1.jpg,0.1622,0.749,0.1437,3.1284,1.979
adain,2088__western_painting__met_359775.jpg,0.4197,0.6913,0.1971,2.5774,1.4984
adain,2088__western_painting__met_383787.jpg,0.6608,0.6111,0.4633,2.2286,0.9387
adain,2088__western_painting__met_406721.jpg,0.328,0.7651,0.1012,2.8272,1.1594
adain,2088__western_painting__met_437769.jpg,0.2296,0.6967,0.4207,2.8168,1.438
adain,2088__western_painting__met_437967.jpg,0.3026,0.6836,0.2288,2.8637,1.5262
adain,2088__western_painting__met_439405.jpg,0.3629,0.6699,0.4082,2.9451,1.7663
adain,2088__western_painting__met_649693.jpg,0.416,0.6383,0.243,2.4894,1.639
adain,2088__western_painting__met_739494.jpg,0.5009,0.6285,0.2912,2.6802,1.9397
adain,2088__western_painting__met_787672.jpg,0.3151,0.6689,0.1262,2.6249,1.8985
adain,2088__western_painting__met_788182.jpg,0.5105,0.6027,0.2331,2.4129,1.2676
adain,2089__chinese_landscape__130942.jpg,0.4378,0.6135,0.4007,2.3308,0.6687
adain,2089__chinese_landscape__132834.jpg,0.38,0.6636,0.371,2.5705,1.0806
adain,2089__chinese_landscape__132836.jpg,0.3758,0.6588,0.3596,2.5524,1.2307
adain,2089__chinese_landscape__132840.jpg,0.4299,0.6637,0.4491,2.5385,1.1478
adain,2089__chinese_landscape__132930.jpg,0.4473,0.6708,0.4351,2.5934,0.5958
adain,2089__chinese_landscape__137205.jpg,0.2674,0.7247,0.2124,2.7586,1.6144
adain,2089__chinese_landscape__142574.jpg,0.4436,0.6847,0.4083,2.5689,0.7299
adain,2089__chinese_landscape__142578.jpg,0.3631,0.6575,0.2897,2.5482,1.0162
adain,2089__chinese_landscape__144829.jpg,0.3905,0.6611,0.3491,2.4807,1.025
adain,2089__chinese_landscape__148342.jpg,0.3314,0.6513,0.2401,2.5773,0.751
adain,2089__mural__img_1082crop_1_0.jpg,0.2008,0.7049,0.1326,2.7495,3.3951
adain,2089__mural__img_1224crop_0_0.jpg,0.1054,0.7561,0.0724,2.9654,5.4971
adain,2089__mural__img_1224crop_1_1.jpg,0.0989,0.7482,0.0592,2.9064,6.7104
adain,2089__mural__img_16crop_0_0.jpg,0.2557,0.7277,0.1606,2.9353,1.6827
adain,2089__mural__img_276crop_1_0.jpg,0.1325,0.7415,0.0787,2.7826,1.5964
adain,2089__mural__img_326crop_1_1.jpg,0.2479,0.7563,0.1673,2.8287,0.9653
adain,2089__mural__img_327crop_0_1.jpg,0.2725,0.7122,0.209,2.6717,2.0017
adain,2089__mural__img_536crop_1_0.jpg,0.2712,0.711,0.1937,2.6854,1.9273
adain,2089__mural__img_593crop_0_0.jpg,0.236,0.6744,0.146,2.7435,1.202
adain,2089__mural__img_739crop_1_1.jpg,0.2264,0.6628,0.1973,2.6652,1.539
adain,2089__western_painting__met_359775.jpg,0.3374,0.6833,0.2865,2.5735,1.3587
adain,2089__western_painting__met_383787.jpg,0.416,0.6715,0.4355,2.5672,1.0387
adain,2089__western_painting__met_406721.jpg,0.2832,0.7275,0.2248,2.492,0.9744
adain,2089__western_painting__met_437769.jpg,0.3145,0.6514,0.3999,2.4882,1.1633
adain,2089__western_painting__met_437967.jpg,0.3891,0.6198,0.3163,2.4225,1.4026
adain,2089__western_painting__met_439405.jpg,0.4628,0.582,0.4383,2.38,1.4343
adain,2089__western_painting__met_649693.jpg,0.3151,0.637,0.2981,2.5547,1.6883
adain,2089__western_painting__met_739494.jpg,0.3608,0.6245,0.3209,2.6091,1.8188
adain,2089__western_painting__met_787672.jpg,0.2605,0.632,0.2162,2.5368,1.7389
adain,2089__western_painting__met_788182.jpg,0.3418,0.6197,0.3096,2.5549,1.1637
adain,2144__chinese_landscape__130942.jpg,0.5636,0.527,0.3752,2.5313,0.7117
adain,2144__chinese_landscape__132834.jpg,0.5567,0.565,0.3387,2.5674,1.136
adain,2144__chinese_landscape__132836.jpg,0.5582,0.5639,0.3433,2.6317,1.2027
adain,2144__chinese_landscape__132840.jpg,0.629,0.5101,0.4819,2.5276,1.1749
adain,2144__chinese_landscape__132930.jpg,0.6336,0.5384,0.4243,2.6741,0.6846
adain,2144__chinese_landscape__137205.jpg,0.4103,0.6356,0.2162,2.7594,1.7299
adain,2144__chinese_landscape__142574.jpg,0.6287,0.5731,0.3973,2.6122,0.7287
adain,2144__chinese_landscape__142578.jpg,0.4889,0.6045,0.2568,2.7636,1.0895
adain,2144__chinese_landscape__144829.jpg,0.5386,0.5879,0.2993,2.6692,1.0237
adain,2144__chinese_landscape__148342.jpg,0.4546,0.603,0.2174,2.775,0.7453
adain,2144__mural__img_1082crop_1_0.jpg,0.2445,0.6807,0.1594,2.8541,3.7882
adain,2144__mural__img_1224crop_0_0.jpg,0.1627,0.7228,0.139,3.1095,6.0108
adain,2144__mural__img_1224crop_1_1.jpg,0.178,0.7199,0.1365,3.0091,7.1287
adain,2144__mural__img_16crop_0_0.jpg,0.2593,0.728,0.1582,3.2603,2.0552
adain,2144__mural__img_276crop_1_0.jpg,0.2121,0.7485,0.1467,3.0213,1.924
adain,2144__mural__img_326crop_1_1.jpg,0.2985,0.7266,0.1604,3.031,1.1618
adain,2144__mural__img_327crop_0_1.jpg,0.3074,0.6776,0.1887,2.7904,2.3415
adain,2144__mural__img_536crop_1_0.jpg,0.2976,0.6689,0.179,2.7086,1.9292
adain,2144__mural__img_593crop_0_0.jpg,0.2377,0.6705,0.1568,2.8374,1.4121
adain,2144__mural__img_739crop_1_1.jpg,0.1894,0.6536,0.21,2.8738,1.8563
adain,2144__western_painting__met_359775.jpg,0.4736,0.6164,0.2589,2.6266,1.5074
adain,2144__western_painting__met_383787.jpg,0.6123,0.5455,0.4453,2.5656,1.1523
adain,2144__western_painting__met_406721.jpg,0.3763,0.6454,0.1883,2.6293,1.0569
adain,2144__western_painting__met_437769.jpg,0.2208,0.6316,0.3077,2.792,1.373
adain,2144__western_painting__met_437967.jpg,0.308,0.6278,0.2448,2.7656,1.5462
adain,2144__western_painting__met_439405.jpg,0.3679,0.5894,0.3023,2.5868,1.7926
adain,2144__western_painting__met_649693.jpg,0.4837,0.5609,0.3331,2.6254,1.6473
adain,2144__western_painting__met_739494.jpg,0.4845,0.572,0.2689,2.7205,1.9826
adain,2144__western_painting__met_787672.jpg,0.3795,0.5892,0.2151,2.5894,1.7225
adain,2144__western_painting__met_788182.jpg,0.4939,0.5605,0.2576,2.5455,1.2268
adain,2197__chinese_landscape__130942.jpg,0.2909,0.6352,0.3679,2.5481,0.7395
adain,2197__chinese_landscape__132834.jpg,0.2411,0.6035,0.3482,2.5399,1.1381
adain,2197__chinese_landscape__132836.jpg,0.2459,0.6117,0.3556,2.5255,1.197
adain,2197__chinese_landscape__132840.jpg,0.2636,0.6183,0.4689,2.5262,1.1392
adain,2197__chinese_landscape__132930.jpg,0.2846,0.6086,0.4437,2.5342,0.6634
adain,2197__chinese_landscape__137205.jpg,0.2032,0.6581,0.208,2.6367,1.7398
adain,2197__chinese_landscape__142574.jpg,0.2882,0.6111,0.4148,2.5336,0.7884
adain,2197__chinese_landscape__142578.jpg,0.2586,0.6305,0.2381,2.5384,1.0843
adain,2197__chinese_landscape__144829.jpg,0.2623,0.6303,0.2965,2.524,1.0485
adain,2197__chinese_landscape__148342.jpg,0.2378,0.6409,0.1806,2.5977,0.8079
adain,2197__mural__img_1082crop_1_0.jpg,0.2102,0.65,0.1153,2.5457,3.4118
adain,2197__mural__img_1224crop_0_0.jpg,0.1308,0.731,0.0618,2.7285,5.4752
adain,2197__mural__img_1224crop_1_1.jpg,0.0997,0.7463,0.0526,2.7562,6.3934
adain,2197__mural__img_16crop_0_0.jpg,0.2643,0.6858,0.1167,2.9189,1.9076
adain,2197__mural__img_276crop_1_0.jpg,0.0951,0.6922,0.0551,2.9585,1.7645
adain,2197__mural__img_326crop_1_1.jpg,0.2083,0.7041,0.1162,2.7909,1.1645
adain,2197__mural__img_327crop_0_1.jpg,0.2368,0.6692,0.1445,2.5676,2.1761
adain,2197__mural__img_536crop_1_0.jpg,0.254,0.683,0.1459,2.6302,1.9151
adain,2197__mural__img_593crop_0_0.jpg,0.2423,0.7275,0.1118,2.7095,1.3557
adain,2197__mural__img_739crop_1_1.jpg,0.3765,0.6433,0.2799,2.4266,1.7117
adain,2197__western_painting__met_359775.jpg,0.2421,0.679,0.253,2.5344,1.4536
adain,2197__western_painting__met_383787.jpg,0.2602,0.6379,0.4699,2.4956,1.0152
adain,2197__western_painting__met_406721.jpg,0.1883,0.6278,0.1729,2.5941,1.0966
adain,2197__western_painting__met_437769.jpg,0.5223,0.6583,0.5108,2.275,1.3206
adain,2197__western_painting__met_437967.jpg,0.5414,0.5767,0.3852,2.2089,1.5027
adain,2197__western_painting__met_439405.jpg,0.5487,0.5115,0.5285,2.3018,1.5863
adain,2197__western_painting__met_649693.jpg,0.2075,0.6088,0.3442,2.5929,1.7542
adain,2197__western_painting__met_739494.jpg,0.2341,0.6633,0.2938,2.7097,1.7911
adain,2197__western_painting__met_787672.jpg,0.1855,0.6552,0.2027,2.4802,1.7197
adain,2197__western_painting__met_788182.jpg,0.2239,0.6536,0.2754,2.5561,1.1971
adain,2245__chinese_landscape__130942.jpg,0.4291,0.5605,0.3158,2.3183,0.8139
adain,2245__chinese_landscape__132834.jpg,0.3701,0.5815,0.3025,2.2687,1.1175
adain,2245__chinese_landscape__132836.jpg,0.3764,0.5855,0.3093,2.3285,1.162
adain,2245__chinese_landscape__132840.jpg,0.4092,0.5696,0.4184,2.3589,1.1115
adain,2245__chinese_landscape__132930.jpg,0.4142,0.5911,0.351,2.4999,0.6258
adain,2245__chinese_landscape__137205.jpg,0.3073,0.6369,0.199,2.4015,1.6032
adain,2245__chinese_landscape__142574.jpg,0.4219,0.6119,0.3264,2.4966,0.7313
adain,2245__chinese_landscape__142578.jpg,0.3745,0.5936,0.2297,2.3041,1.0904
adain,2245__chinese_landscape__144829.jpg,0.3682,0.6094,0.2426,2.2483,1.1623
adain,2245__chinese_landscape__148342.jpg,0.3606,0.6049,0.2006,2.3399,0.9394
adain,2245__mural__img_1082crop_1_0.jpg,0.2742,0.6324,0.1341,2.3458,2.9026
adain,2245__mural__img_1224crop_0_0.jpg,0.159,0.7049,0.08,2.6473,4.7492
adain,2245__mural__img_1224crop_1_1.jpg,0.143,0.7067,0.0718,2.6375,5.7149
adain,2245__mural__img_16crop_0_0.jpg,0.2738,0.7137,0.1098,2.9625,1.8874
adain,2245__mural__img_276crop_1_0.jpg,0.1343,0.815,0.0611,3.025,1.7314
adain,2245__mural__img_326crop_1_1.jpg,0.2679,0.6951,0.1173,2.8225,1.1563
adain,2245__mural__img_327crop_0_1.jpg,0.3253,0.6277,0.1629,2.4458,1.7579
adain,2245__mural__img_536crop_1_0.jpg,0.3211,0.6287,0.1543,2.4624,1.5801
adain,2245__mural__img_593crop_0_0.jpg,0.2659,0.6469,0.1085,2.5567,1.2184
adain,2245__mural__img_739crop_1_1.jpg,0.287,0.6046,0.1795,2.4769,1.5194
adain,2245__western_painting__met_359775.jpg,0.4154,0.5702,0.2785,2.0977,1.398
adain,2245__western_painting__met_383787.jpg,0.4143,0.5428,0.4029,2.2531,0.8884
adain,2245__western_painting__met_406721.jpg,0.2944,0.66,0.1576,2.4396,1.053
adain,2245__western_painting__met_437769.jpg,0.3644,0.566,0.3407,2.2867,1.4144
adain,2245__western_painting__met_437967.jpg,0.4444,0.5666,0.2515,2.3157,1.3659
adain,2245__western_painting__met_439405.jpg,0.4864,0.5389,0.3436,2.4153,1.6885
adain,2245__western_painting__met_649693.jpg,0.3705,0.5316,0.2738,2.0261,1.7741
adain,2245__western_painting__met_739494.jpg,0.4236,0.5188,0.2951,2.1301,1.6486
adain,2245__western_painting__met_787672.jpg,0.3087,0.5573,0.202,2.0838,1.6002
adain,2245__western_painting__met_788182.jpg,0.3678,0.5689,0.2663,2.1157,1.1924
adain,2247__chinese_landscape__130942.jpg,0.1828,0.605,0.3473,2.6563,0.6895
adain,2247__chinese_landscape__132834.jpg,0.1576,0.5827,0.3714,2.6292,1.0922
adain,2247__chinese_landscape__132836.jpg,0.155,0.5945,0.3702,2.6696,1.1974
adain,2247__chinese_landscape__132840.jpg,0.1732,0.6021,0.49,2.7006,1.1575
adain,2247__chinese_landscape__132930.jpg,0.1824,0.5953,0.4812,2.7428,0.6591
adain,2247__chinese_landscape__137205.jpg,0.1249,0.6468,0.2224,2.7534,1.6463
adain,2247__chinese_landscape__142574.jpg,0.1861,0.6041,0.4324,2.8054,0.7956
adain,2247__chinese_landscape__142578.jpg,0.1628,0.5951,0.2463,2.6798,1.0432
adain,2247__chinese_landscape__144829.jpg,0.1701,0.5989,0.3028,2.6203,1.0461
adain,2247__chinese_landscape__148342.jpg,0.158,0.5847,0.1949,2.6318,0.8044
adain,2247__mural__img_1082crop_1_0.jpg,0.1224,0.6485,0.1053,2.807,3.364
adain,2247__mural__img_1224crop_0_0.jpg,0.0809,0.7245,0.0517,2.9608,5.3004
adain,2247__mural__img_1224crop_1_1.jpg,0.0564,0.7232,0.0411,2.9581,6.3497
adain,2247__mural__img_16crop_0_0.jpg,0.1621,0.6834,0.0942,3.0656,1.8354
adain,2247__mural__img_276crop_1_0.jpg,0.0542,0.6538,0.0477,3.0274,1.781
adain,2247__mural__img_326crop_1_1.jpg,0.1313,0.6955,0.123,2.8822,1.1067
adain,2247__mural__img_327crop_0_1.jpg,0.1403,0.6682,0.1671,2.7837,2.1848
adain,2247__mural__img_536crop_1_0.jpg,0.1484,0.6784,0.1339,2.7667,2.0191
adain,2247__mural__img_593crop_0_0.jpg,0.1415,0.6852,0.1144,2.8022,1.2724
adain,2247__mural__img_739crop_1_1.jpg,0.2766,0.6252,0.235,2.6588,1.7614
adain,2247__western_painting__met_359775.jpg,0.1473,0.6534,0.2885,2.6629,1.5025
adain,2247__western_painting__met_383787.jpg,0.1628,0.6346,0.4617,2.6773,0.9948
adain,2247__western_painting__met_406721.jpg,0.1168,0.6362,0.1805,2.6357,1.1296
adain,2247__western_painting__met_437769.jpg,0.5122,0.6365,0.5187,2.5362,1.3605
adain,2247__western_painting__met_437967.jpg,0.3827,0.5563,0.3427,2.4734,1.5448
adain,2247__western_painting__met_439405.jpg,0.4008,0.5026,0.5075,2.3422,1.6033
adain,2247__western_painting__met_649693.jpg,0.1304,0.5962,0.3586,2.6407,1.8106
adain,2247__western_painting__met_739494.jpg,0.1468,0.6286,0.3363,2.7947,1.8434
adain,2247__western_painting__met_787672.jpg,0.1115,0.6138,0.2284,2.6416,1.7635
adain,2247__western_painting__met_788182.jpg,0.139,0.5986,0.3014,2.6028,1.2349
adain,2290__chinese_landscape__130942.jpg,0.3167,0.5742,0.3769,2.4322,0.7818
adain,2290__chinese_landscape__132834.jpg,0.2945,0.5484,0.3827,2.4295,1.0613
adain,2290__chinese_landscape__132836.jpg,0.2951,0.5628,0.3775,2.4452,1.1364
adain,2290__chinese_landscape__132840.jpg,0.2952,0.5998,0.4107,2.6404,1.098
adain,2290__chinese_landscape__132930.jpg,0.3051,0.6079,0.4135,2.7173,0.6411
adain,2290__chinese_landscape__137205.jpg,0.268,0.6166,0.3038,2.535,1.7095
adain,2290__chinese_landscape__142574.jpg,0.313,0.5945,0.4077,2.6414,0.7662
adain,2290__chinese_landscape__142578.jpg,0.3036,0.5726,0.3372,2.3967,1.0201
adain,2290__chinese_landscape__144829.jpg,0.2966,0.5634,0.359,2.3848,1.0182
adain,2290__chinese_landscape__148342.jpg,0.2856,0.5756,0.3004,2.4233,0.8653
adain,2290__mural__img_1082crop_1_0.jpg,0.2301,0.6118,0.1991,2.4313,2.9442
