method,content,style,ocr_sim,n_gt
protected,p015,s07,0.3274,14
protected,p015,s06,0.4821,14
protected,p015,s08,0.3893,14
protected,p015,s09,0.4250,14
protected,p016,s02,0.4821,16
protected,p016,s00,0.5662,16
protected,p016,s01,0.4480,16
protected,p016,s03,0.5933,16
protected,p016,s05,0.5150,16
protected,p016,s04,0.6196,16
protected,p016,s06,0.5730,16
protected,p017,s00,0.9151,8
protected,p016,s08,0.6589,16
protected,p017,s01,0.8881,8
protected,p016,s07,0.5002,16
protected,p016,s09,0.4781,16
protected,p017,s02,0.7422,8
protected,p017,s06,0.7642,8
protected,p017,s03,0.8692,8
protected,p017,s04,0.8904,8
protected,p017,s05,0.5998,8
protected,p017,s07,0.8759,8
protected,p017,s08,0.9091,8
protected,p017,s09,0.5459,8
protected,p018,s00,0.7391,17
protected,p018,s02,0.5660,17
protected,p018,s01,0.6246,17
protected,p018,s03,0.7437,17
protected,p018,s04,0.6520,17
protected,p018,s05,0.6130,17
protected,p018,s07,0.6344,17
protected,p018,s08,0.7206,17
protected,p018,s06,0.6347,17
protected,p019,s00,0.4484,9
protected,p019,s01,0.2431,9
protected,p018,s09,0.6223,17
protected,p019,s02,0.4683,9
protected,p019,s03,0.4960,9
protected,p019,s04,0.6204,9
protected,p019,s05,0.3439,9
protected,p019,s08,0.4722,9
protected,p019,s06,0.4167,9
protected,p019,s07,0.3571,9
protected,p020,s00,0.8333,2
protected,p020,s01,0.4000,2
protected,p020,s02,0.4000,2
protected,p019,s09,0.3333,9
protected,p020,s03,0.8333,2
protected,p020,s04,0.8333,2
protected,p020,s05,0.4000,2
protected,p020,s07,0.5000,2
protected,p020,s06,0.6667,2
protected,p020,s08,0.6667,2
protected,p020,s09,0.5000,2
protected,p021,s01,0.2363,16
protected,p021,s00,0.3047,16
protected,p021,s02,0.3280,16
protected,p021,s05,0.2568,16
protected,p021,s04,0.2884,16
protected,p021,s06,0.2849,16
protected,p021,s08,0.3092,16
protected,p021,s03,0.3540,16
protected,p021,s07,0.2950,16
protected,p021,s09,0.2422,16
protected,p022,s00,0.6563,9
protected,p022,s03,0.6593,9
protected,p022,s02,0.6359,9
protected,p022,s01,0.3790,9
protected,p022,s05,0.5556,9
protected,p022,s06,0.7044,9
protected,p022,s04,0.7222,9
protected,p022,s09,0.7529,9
protected,p022,s07,0.6403,9
protected,p022,s08,0.6699,9
protected,p023,s01,0.5317,4
protected,p023,s00,0.8117,4
protected,p023,s02,0.7900,4
protected,p023,s03,0.9393,4
protected,p023,s04,0.8286,4
protected,p023,s05,0.8415,4
protected,p023,s07,0.8553,4
protected,p023,s06,0.9087,4
protected,p023,s08,0.8321,4
protected,p023,s09,0.8726,4
protected,p024,s02,0.4349,19
protected,p024,s00,0.4035,19
protected,p024,s01,0.4520,19
protected,p024,s03,0.4412,19
protected,p024,s04,0.4449,19
protected,p024,s05,0.4313,19
protected,p024,s09,0.4471,19
protected,p024,s06,0.4418,19
protected,p024,s07,0.3955,19
protected,p025,s00,0.7214,5
protected,p024,s08,0.5548,19
protected,p025,s02,0.5750,5
protected,p025,s01,0.3393,5
protected,p025,s06,0.4500,5
protected,p025,s05,0.6446,5
protected,p025,s03,0.7054,5
protected,p025,s04,0.6929,5
protected,p025,s07,0.6929,5
protected,p025,s08,0.7589,5
protected,p026,s00,0.2941,2
protected,p026,s02,0.2059,2
protected,p026,s01,0.2059,2
protected,p025,s09,0.5333,5
protected,p026,s04,0.4893,2
protected,p026,s03,0.5802,2
protected,p026,s06,0.3529,2
protected,p026,s05,0.2353,2
protected,p026,s07,0.2059,2
protected,p026,s08,0.3529,2
protected,p026,s09,0.2647,2
protected,p027,s00,0.6019,6
protected,p027,s02,0.5259,6
protected,p027,s01,0.4704,6
protected,p027,s03,0.6204,6
protected,p027,s04,0.5635,6
protected,p027,s06,0.5820,6
protected,p027,s05,0.5635,6
protected,p027,s08,0.6296,6
protected,p027,s07,0.6204,6
protected,p027,s09,0.5301,6
protected,p028,s00,0.9314,6
protected,p028,s03,0.9510,6
protected,p028,s01,0.6784,6
protected,p028,s02,0.9216,6
protected,p028,s04,0.7157,6
protected,p028,s06,0.8824,6
protected,p028,s05,0.7157,6
protected,p028,s08,0.7157,6
protected,p028,s07,0.6803,6
protected,p028,s09,0.7157,6
protected,p029,s00,0.4806,15
protected,p029,s03,0.5391,15
protected,p029,s02,0.4134,15
protected,p029,s01,0.3700,15
protected,p029,s04,0.5613,15
protected,p029,s05,0.4301,15
protected,p029,s07,0.2899,15
protected,p030,s01,0.0000,5
protected,p029,s08,0.5035,15
protected,p030,s00,0.5633,5
protected,p029,s06,0.3896,15
protected,p029,s09,0.4669,15
protected,p030,s02,0.2896,5
protected,p030,s03,0.4523,5
protected,p030,s05,0.3416,5
protected,p030,s04,0.6042,5
protected,p030,s06,0.3068,5
protected,p030,s07,0.0000,5
protected,p030,s08,0.0000,5
protected,p030,s09,0.3276,5
protected,p031,s02,0.4309,9
protected,p031,s01,0.3571,9
protected,p031,s03,0.4901,9
protected,p031,s00,0.5988,9
protected,p031,s04,0.6049,9
protected,p031,s05,0.4506,9
protected,p032,s00,0.6188,4
protected,p032,s02,0.4417,4
protected,p032,s01,0.1500,4
protected,p031,s06,0.4506,9
protected,p031,s08,0.6173,9
protected,p031,s07,0.4187,9
protected,p031,s09,0.4302,9
protected,p032,s03,0.5250,4
protected,p032,s05,0.6188,4
protected,p032,s06,0.4229,4
protected,p032,s04,0.5250,4
protected,p032,s07,0.4729,4
protected,p032,s08,0.4417,4
protected,p032,s09,0.5563,4
protected,p033,s04,0.6475,7
protected,p033,s01,0.4798,7
protected,p033,s02,0.5052,7
protected,p033,s03,0.6579,7
protected,p033,s00,0.6425,7
protected,p033,s06,0.6639,7
protected,p033,s05,0.5821,7
protected,p033,s07,0.5833,7
protected,p033,s09,0.5720,7
protected,p033,s08,0.5190,7
protected,p034,s00,0.5500,6
protected,p034,s02,0.6667,6
protected,p034,s03,0.7000,6
protected,p034,s01,0.4667,6
protected,p034,s04,0.6015,6
protected,p034,s05,0.4333,6
protected,p034,s06,0.4500,6
protected,p034,s07,0.5944,6
protected,p035,s00,0.8462,2
protected,p034,s08,0.4667,6
protected,p035,s02,0.9038,2
protected,p035,s01,0.8324,2
protected,p034,s09,0.4667,6
protected,p035,s03,0.8654,2
protected,p035,s05,0.8269,2
protected,p035,s06,0.9038,2
protected,p035,s04,0.8654,2
protected,p035,s07,0.8462,2
protected,p035,s08,0.9423,2
protected,p035,s09,0.7500,2
protected,p036,s02,0.0714,12
protected,p036,s00,0.2569,12
protected,p036,s01,0.1512,12
protected,p036,s04,0.0714,12
protected,p036,s05,0.0694,12
protected,p036,s03,0.1124,12
protected,p036,s06,0.1652,12
protected,p036,s07,0.1699,12
protected,p036,s09,0.1167,12
protected,p036,s08,0.3199,12
protected,p037,s00,0.9167,3
protected,p037,s01,0.6753,3
protected,p037,s02,0.9280,3
protected,p037,s03,0.9583,3
protected,p037,s08,0.9583,3
protected,p037,s04,0.8674,3
protected,p037,s06,0.8561,3
protected,p037,s07,0.9280,3
protected,p037,s05,0.7644,3
protected,p037,s09,0.8917,3
protected,p038,s00,0.2384,12
protected,p038,s01,0.1667,12
protected,p038,s04,0.3062,12
protected,p038,s03,0.3062,12
protected,p038,s02,0.2137,12
protected,p038,s05,0.1759,12
protected,p039,s00,0.3889,9
protected,p038,s07,0.1759,12
protected,p038,s06,0.2958,12
protected,p038,s08,0.2593,12
protected,p038,s09,0.3167,12
protected,p039,s01,0.4246,9
protected,p039,s02,0.5159,9
protected,p039,s03,0.3889,9
protected,p039,s04,0.5794,9
protected,p039,s05,0.3704,9
protected,p039,s06,0.3889,9
protected,p039,s07,0.3624,9
protected,p039,s08,0.5608,9
protected,p039,s09,0.3532,9
protected,p040,s00,0.8926,3
protected,p040,s01,0.6556,3
protected,p040,s02,0.8667,3
protected,p040,s03,0.9259,3
protected,p040,s04,0.9250,3
protected,p040,s07,0.6167,3
protected,p040,s05,0.7667,3
protected,p040,s06,0.8381,3
protected,p040,s08,0.8583,3
protected,p040,s09,0.8667,3
protected,p041,s00,1.0000,3
protected,p041,s02,0.9048,3
protected,p041,s01,0.7905,3
protected,p041,s03,0.9667,3
protected,p041,s04,0.9583,3
protected,p041,s05,0.9524,3
protected,p041,s06,1.0000,3
protected,p041,s07,1.0000,3
protected,p041,s09,0.9630,3
protected,p042,s00,0.7216,6
protected,p041,s08,1.0000,3
protected,p042,s01,0.0625,6
protected,p042,s03,0.7788,6
protected,p042,s02,0.5526,6
protected,p042,s05,0.6865,6
protected,p042,s07,0.6687,6
protected,p042,s06,0.7312,6
protected,p042,s04,0.6835,6
protected,p042,s08,0.6895,6
protected,p043,s01,0.4773,4
protected,p043,s02,0.7604,4
protected,p043,s00,0.6875,4
protected,p042,s09,0.6627,6
protected,p043,s03,0.7308,4
protected,p043,s04,0.6250,4
protected,p043,s05,0.5417,4
protected,p043,s07,0.5833,4
protected,p043,s06,0.5189,4
protected,p043,s08,0.6875,4
protected,p043,s09,0.5417,4
protected,p044,s00,0.6905,7
protected,p044,s01,0.3155,7
protected,p044,s02,0.4881,7
protected,p044,s04,0.5714,7
protected,p044,s03,0.7143,7
protected,p044,s05,0.5476,7
protected,p044,s06,0.6250,7
protected,p045,s00,0.7098,8
protected,p044,s08,0.6199,7
protected,p044,s07,0.5714,7
protected,p045,s01,0.4763,8
protected,p044,s09,0.6122,7
protected,p045,s02,0.4884,8
protected,p045,s03,0.5000,8
protected,p045,s05,0.5478,8
protected,p045,s04,0.3750,8
protected,p045,s07,0.2906,8
protected,p045,s06,0.3438,8
protected,p045,s08,0.4743,8
protected,p045,s09,0.4021,8
protected,p046,s00,0.4750,12
protected,p046,s02,0.2298,12
protected,p046,s03,0.5372,12
protected,p046,s01,0.1894,12
protected,p046,s05,0.5381,12
protected,p046,s04,0.4947,12
protected,p046,s09,0.6065,12
protected,p046,s06,0.4201,12
protected,p046,s08,0.6872,12
protected,p046,s07,0.4298,12
protected,p047,s01,0.7188,4
protected,p047,s00,0.7500,4
protected,p047,s02,0.6562,4
protected,p047,s03,0.7500,4
protected,p047,s05,0.7188,4
protected,p047,s04,0.7500,4
protected,p047,s07,0.6875,4
protected,p047,s08,0.7188,4
protected,p047,s06,0.7500,4
protected,p047,s09,0.7188,4
protected,p048,s00,0.4286,7
protected,p048,s01,0.3319,7
protected,p048,s02,0.3679,7
protected,p048,s04,0.4796,7
protected,p048,s03,0.4697,7
protected,p048,s05,0.3929,7
protected,p048,s06,0.3571,7
protected,p048,s07,0.4107,7
protected,p048,s08,0.4107,7
protected,p048,s09,0.4311,7
protected,p049,s00,0.4586,12
protected,p049,s01,0.4632,12
protected,p049,s02,0.4919,12
protected,p049,s03,0.5329,12
protected,p049,s05,0.5043,12
protected,p049,s04,0.5266,12
protected,p049,s06,0.4725,12
protected,p049,s09,0.4947,12
protected,p049,s07,0.3792,12
protected,p050,s01,0.5079,5
protected,p050,s00,0.6829,5
protected,p049,s08,0.4725,12
protected,p050,s02,0.4794,5
protected,p050,s03,0.6829,5
protected,p050,s04,0.7718,5
protected,p050,s06,0.7115,5
protected,p050,s05,0.6079,5
protected,p050,s09,0.6329,5
protected,p050,s07,0.6579,5
protected,p050,s08,0.6615,5
protected,p051,s00,0.5188,8
protected,p051,s01,0.2804,8
protected,p051,s02,0.4875,8
protected,p051,s03,0.5366,8
protected,p051,s04,0.5366,8
protected,p051,s05,0.4250,8
protected,p051,s06,0.5366,8
protected,p051,s08,0.5366,8
protected,p052,s00,0.8333,3
protected,p051,s09,0.4250,8
protected,p052,s01,0.6667,3
protected,p051,s07,0.4396,8
protected,p052,s02,0.6667,3
protected,p052,s03,0.6667,3
protected,p052,s04,0.6667,3
protected,p052,s07,0.6667,3
protected,p052,s05,0.6667,3
protected,p052,s06,0.6667,3
protected,p052,s09,0.6667,3
protected,p052,s08,0.7667,3
protected,p053,s00,0.7250,5
protected,p053,s02,0.7250,5
protected,p053,s03,0.7500,5
protected,p053,s01,0.6000,5
protected,p053,s05,0.7500,5
protected,p053,s04,0.7500,5
protected,p053,s08,0.7500,5
protected,p054,s00,0.4370,6
protected,p053,s07,0.6000,5
protected,p053,s09,0.7500,5
protected,p053,s06,0.7500,5
protected,p054,s02,0.4167,6
protected,p054,s05,0.4772,6
protected,p054,s04,0.4236,6
protected,p054,s01,0.2778,6
protected,p054,s06,0.4861,6
protected,p054,s03,0.4120,6
protected,p054,s09,0.3876,6
protected,p054,s08,0.4593,6
protected,p054,s07,0.3870,6
protected,p055,s00,0.7081,10
protected,p055,s02,0.5998,10
protected,p055,s01,0.5517,10
protected,p055,s03,0.6736,10
protected,p055,s04,0.6822,10
protected,p055,s05,0.6453,10
protected,p055,s06,0.5738,10
protected,p055,s08,0.7275,10
protected,p056,s00,0.5190,5
protected,p055,s07,0.5743,10
protected,p056,s01,0.2571,5
protected,p055,s09,0.6679,10
protected,p056,s02,0.5448,5
protected,p056,s03,0.5724,5
protected,p056,s05,0.5600,5
protected,p056,s04,0.5867,5
protected,p056,s06,0.5600,5
protected,p056,s07,0.4771,5
protected,p056,s08,0.5190,5
protected,p056,s09,0.6457,5
protected,p057,s01,0.5195,10
protected,p057,s03,0.5397,10
protected,p057,s00,0.6173,10
protected,p057,s02,0.5070,10
protected,p057,s04,0.4546,10
protected,p057,s05,0.4825,10
protected,p057,s06,0.3478,10
protected,p058,s00,0.8933,5
protected,p057,s08,0.5943,10
protected,p057,s09,0.5271,10
protected,p057,s07,0.5615,10
protected,p058,s01,0.8489,5
protected,p058,s02,0.7333,5
protected,p058,s04,0.8933,5
protected,p058,s07,0.8378,5
protected,p058,s03,0.8111,5
protected,p058,s05,0.8400,5
protected,p058,s06,0.8711,5
protected,p058,s08,0.6978,5
protected,p058,s09,0.9200,5
protected,p059,s00,0.3786,12
protected,p059,s03,0.4635,12
protected,p059,s01,0.2200,12
protected,p059,s02,0.2799,12
protected,p059,s04,0.3686,12
protected,p059,s05,0.2703,12
inverted,p000,s00,0.7758,6
protected,p059,s07,0.3160,12
protected,p059,s09,0.3903,12
protected,p059,s08,0.3813,12
protected,p059,s06,0.3229,12
inverted,p000,s01,0.4412,6
inverted,p000,s02,0.5292,6
inverted,p000,s04,0.4407,6
inverted,p000,s06,0.5878,6
inverted,p000,s03,0.7650,6
inverted,p000,s05,0.3228,6
inverted,p001,s00,0.9028,4
inverted,p000,s09,0.5591,6
inverted,p000,s07,0.4850,6
inverted,p001,s01,0.7986,4
inverted,p001,s02,0.9028,4
inverted,p000,s08,0.7815,6
inverted,p001,s03,0.9722,4
inverted,p001,s05,0.7986,4
inverted,p001,s04,0.8681,4
inverted,p001,s07,0.7083,4
inverted,p001,s06,0.6042,4
inverted,p001,s09,0.8333,4
inverted,p001,s08,0.9167,4
inverted,p002,s01,0.1389,6
inverted,p002,s02,0.3433,6
inverted,p002,s00,0.8552,6
inverted,p002,s05,0.3452,6
inverted,p002,s03,0.8810,6
inverted,p002,s04,0.8214,6
inverted,p002,s07,0.7024,6
inverted,p002,s08,0.8483,6
inverted,p002,s09,0.7413,6
inverted,p002,s06,0.7623,6
inverted,p003,s01,0.2803,11
inverted,p003,s00,0.5249,11
inverted,p003,s02,0.3837,11
inverted,p003,s03,0.5038,11
inverted,p003,s06,0.4194,11
inverted,p003,s04,0.5097,11
inverted,p003,s05,0.2159,11
inverted,p003,s08,0.5195,11
inverted,p003,s07,0.2446,11
inverted,p003,s09,0.4870,11
inverted,p004,s00,0.3847,15
inverted,p004,s02,0.2785,15
inverted,p004,s01,0.1750,15
inverted,p004,s04,0.4399,15
inverted,p004,s05,0.2841,15
inverted,p004,s03,0.3996,15
inverted,p004,s06,0.3222,15
inverted,p005,s00,0.8889,3
inverted,p004,s07,0.4199,15
inverted,p004,s08,0.3895,15
inverted,p004,s09,0.2995,15
inverted,p005,s01,0.8176,3
inverted,p005,s02,0.5556,3
inverted,p005,s03,0.8009,3
inverted,p005,s04,0.6972,3
inverted,p005,s05,0.9259,3
inverted,p005,s07,0.8889,3
inverted,p005,s06,0.5722,3
inverted,p005,s08,0.8009,3
inverted,p005,s09,0.8889,3
inverted,p006,s00,0.5714,7
inverted,p006,s01,0.5143,7
inverted,p006,s03,0.4429,7
inverted,p006,s04,0.5643,7
inverted,p006,s02,0.3714,7
inverted,p006,s05,0.4929,7
inverted,p006,s06,0.3714,7
inverted,p006,s07,0.3714,7
inverted,p006,s08,0.4929,7
inverted,p006,s09,0.4214,7
inverted,p007,s00,0.6273,9
inverted,p007,s02,0.5206,9
inverted,p007,s01,0.7470,9
inverted,p007,s05,0.5940,9
inverted,p007,s04,0.7224,9
inverted,p007,s03,0.7583,9
inverted,p007,s06,0.5934,9
inverted,p008,s00,0.9097,4
inverted,p007,s09,0.6952,9
inverted,p007,s08,0.7599,9
inverted,p008,s01,0.5819,4
inverted,p008,s02,0.8681,4
inverted,p007,s07,0.5102,9
inverted,p008,s05,0.6319,4
inverted,p008,s04,0.8542,4
inverted,p008,s07,0.7847,4
inverted,p008,s03,0.6875,4
inverted,p008,s06,0.7431,4
inverted,p008,s08,0.7847,4
inverted,p008,s09,0.9167,4
inverted,p009,s02,0.3477,10
inverted,p009,s03,0.5772,10
inverted,p009,s00,0.5305,10
inverted,p009,s01,0.4105,10
inverted,p009,s04,0.5567,10
inverted,p009,s05,0.4944,10
inverted,p009,s07,0.5177,10
inverted,p009,s06,0.4640,10
inverted,p010,s01,0.1513,16
inverted,p009,s09,0.4944,10
inverted,p010,s00,0.3952,16
inverted,p009,s08,0.5592,10
inverted,p010,s02,0.2275,16
inverted,p010,s03,0.2721,16
inverted,p010,s05,0.1688,16
inverted,p010,s06,0.2703,16
inverted,p010,s04,0.3978,16
inverted,p010,s07,0.2892,16
inverted,p011,s00,1.0000,2
inverted,p011,s02,0.9000,2
inverted,p011,s01,0.3750,2
inverted,p010,s08,0.4182,16
inverted,p010,s09,0.2702,16
inverted,p011,s04,0.9000,2
inverted,p011,s03,0.9000,2
inverted,p011,s06,0.9000,2
inverted,p011,s05,0.5000,2
inverted,p011,s09,0.8000,2
inverted,p011,s08,0.8000,2
inverted,p011,s07,0.5000,2
inverted,p012,s00,0.3670,8
inverted,p012,s01,0.2568,8
inverted,p012,s02,0.2434,8
inverted,p012,s04,0.3548,8
inverted,p012,s03,0.3205,8
inverted,p012,s05,0.3693,8
inverted,p012,s06,0.2287,8
inverted,p012,s08,0.2550,8
inverted,p012,s07,0.3099,8
inverted,p012,s09,0.3662,8
inverted,p013,s04,0.6196,14
inverted,p013,s03,0.5094,14
inverted,p013,s00,0.3988,14
inverted,p013,s01,0.5585,14
inverted,p013,s02,0.3661,14
inverted,p013,s05,0.4413,14
inverted,p013,s09,0.6359,14
inverted,p014,s00,0.4648,12
inverted,p013,s07,0.4062,14
inverted,p013,s06,0.6911,14
inverted,p013,s08,0.6269,14
inverted,p014,s01,0.3773,12
inverted,p014,s03,0.4259,12
inverted,p014,s05,0.3264,12
inverted,p014,s02,0.3537,12
inverted,p014,s07,0.4398,12
inverted,p014,s04,0.4954,12
inverted,p014,s06,0.2847,12
inverted,p014,s08,0.4815,12
inverted,p014,s09,0.3365,12
inverted,p015,s00,0.4815,14
inverted,p015,s01,0.2728,14
inverted,p015,s02,0.4046,14
inverted,p015,s03,0.5536,14
inverted,p015,s04,0.5060,14
inverted,p015,s07,0.4398,14
inverted,p015,s06,0.4500,14
inverted,p015,s05,0.3238,14
inverted,p015,s08,0.4548,14
inverted,p015,s09,0.3952,14
inverted,p016,s01,0.4409,16
inverted,p016,s00,0.5691,16
inverted,p016,s05,0.3903,16
inverted,p016,s02,0.4778,16
inverted,p016,s04,0.5493,16
inverted,p016,s03,0.5200,16
inverted,p016,s06,0.5358,16
inverted,p016,s07,0.4193,16
inverted,p017,s01,0.7743,8
inverted,p016,s09,0.4594,16
inverted,p017,s00,0.8735,8
inverted,p016,s08,0.5866,16
inverted,p017,s02,0.7115,8
inverted,p017,s03,0.8928,8
inverted,p017,s06,0.7776,8
inverted,p017,s04,0.7703,8
inverted,p017,s07,0.8167,8
inverted,p017,s05,0.6752,8
inverted,p017,s08,0.9091,8
inverted,p018,s02,0.5541,17
inverted,p017,s09,0.6495,8
inverted,p018,s03,0.6839,17
inverted,p018,s01,0.6750,17
inverted,p018,s00,0.5594,17
inverted,p018,s04,0.6149,17
inverted,p018,s05,0.5031,17
inverted,p018,s07,0.6340,17
inverted,p018,s06,0.5968,17
inverted,p019,s00,0.4167,9
inverted,p018,s09,0.6126,17
inverted,p018,s08,0.7795,17
inverted,p019,s03,0.5952,9
inverted,p019,s02,0.4630,9
inverted,p019,s01,0.1042,9
inverted,p019,s04,0.6230,9
inverted,p019,s05,0.4339,9
inverted,p020,s00,0.8333,2
inverted,p019,s06,0.5000,9
inverted,p020,s01,0.0000,2
inverted,p019,s08,0.5952,9
inverted,p019,s07,0.4643,9
inverted,p019,s09,0.3333,9
inverted,p020,s05,0.8333,2
inverted,p020,s02,0.6667,2
inverted,p020,s04,0.5000,2
inverted,p020,s03,0.8333,2
inverted,p020,s06,0.5000,2
inverted,p020,s07,0.6667,2
inverted,p020,s09,0.7333,2
inverted,p020,s08,0.5000,2
inverted,p021,s01,0.2318,16
inverted,p021,s02,0.2955,16
inverted,p021,s00,0.2437,16
inverted,p021,s05,0.1767,16
inverted,p021,s03,0.3074,16
inverted,p021,s04,0.3129,16
inverted,p021,s06,0.3167,16
inverted,p021,s09,0.2655,16
inverted,p021,s07,0.2377,16
inverted,p022,s00,0.5879,9
inverted,p022,s01,0.4433,9
inverted,p021,s08,0.3245,16
inverted,p022,s02,0.4028,9
inverted,p022,s03,0.5962,9
inverted,p022,s04,0.6832,9
inverted,p022,s06,0.6220,9
inverted,p022,s07,0.7017,9
inverted,p022,s05,0.3079,9
inverted,p023,s01,0.4841,4
inverted,p023,s00,0.8786,4
inverted,p022,s08,0.6064,9
inverted,p023,s02,0.6448,4
inverted,p022,s09,0.6962,9
inverted,p023,s03,0.9087,4
inverted,p023,s05,0.6032,4
inverted,p023,s06,0.6508,4
inverted,p023,s07,0.9188,4
inverted,p023,s04,0.7282,4
inverted,p023,s08,0.8730,4
inverted,p023,s09,0.7893,4
inverted,p024,s01,0.4101,19
inverted,p024,s00,0.4357,19
inverted,p024,s02,0.3845,19
inverted,p024,s04,0.4336,19
inverted,p024,s03,0.4449,19
inverted,p024,s05,0.2189,19
inverted,p024,s06,0.4232,19
inverted,p025,s00,0.4929,5
inverted,p024,s08,0.6227,19
inverted,p024,s07,0.5249,19
inverted,p025,s01,0.5982,5
inverted,p024,s09,0.3614,19
inverted,p025,s02,0.4357,5
inverted,p025,s03,0.4607,5
inverted,p025,s05,0.1964,5
inverted,p025,s06,0.3982,5
inverted,p025,s07,0.6607,5
inverted,p025,s04,0.3714,5
inverted,p025,s08,0.8161,5
inverted,p026,s00,0.0000,2
inverted,p026,s02,0.1765,2
inverted,p026,s01,0.1765,2
inverted,p025,s09,0.4250,5
inverted,p026,s03,0.3235,2
inverted,p026,s04,0.2647,2
inverted,p026,s05,0.0000,2
inverted,p026,s06,0.0882,2
inverted,p026,s07,0.2647,2
inverted,p026,s08,0.3824,2
inverted,p027,s01,0.4537,6
inverted,p027,s00,0.5265,6
inverted,p026,s09,0.0882,2
inverted,p027,s02,0.5185,6
inverted,p027,s03,0.5450,6
inverted,p027,s04,0.5741,6
inverted,p027,s06,0.5301,6
inverted,p027,s05,0.5370,6
inverted,p027,s07,0.5486,6
inverted,p027,s08,0.6037,6
inverted,p027,s09,0.5856,6
inverted,p028,s00,0.7157,6
inverted,p028,s02,0.6641,6
inverted,p028,s01,0.7169,6
inverted,p028,s03,0.7885,6
inverted,p028,s04,0.7157,6
inverted,p028,s05,0.7157,6
inverted,p028,s06,0.6919,6
inverted,p028,s07,0.7864,6
inverted,p028,s08,0.7953,6
inverted,p028,s09,0.5535,6
inverted,p029,s00,0.6052,15
inverted,p029,s01,0.3951,15
inverted,p029,s03,0.4390,15
inverted,p029,s02,0.4061,15
inverted,p029,s05,0.3764,15
inverted,p029,s04,0.6318,15
inverted,p029,s06,0.4275,15
inverted,p030,s00,0.4315,5
inverted,p030,s01,0.0000,5
inverted,p029,s07,0.3153,15
inverted,p030,s02,0.2292,5
inverted,p029,s09,0.5311,15
inverted,p029,s08,0.5713,15
inverted,p030,s03,0.1714,5
inverted,p030,s04,0.6169,5
inverted,p030,s05,0.1545,5
inverted,p030,s07,0.1714,5
inverted,p030,s06,0.1659,5
inverted,p030,s09,0.4078,5
inverted,p030,s08,0.3471,5
inverted,p031,s03,0.4790,9
inverted,p031,s00,0.5254,9
inverted,p031,s01,0.3884,9
inverted,p031,s02,0.3594,9
inverted,p031,s04,0.4506,9
inverted,p031,s05,0.4198,9
inverted,p032,s00,0.5042,4
inverted,p031,s09,0.4090,9
inverted,p031,s07,0.5309,9
inverted,p032,s01,0.3250,4
inverted,p031,s06,0.5679,9
inverted,p031,s08,0.5627,9
inverted,p032,s05,0.6062,4
inverted,p032,s02,0.3063,4
inverted,p032,s03,0.4917,4
inverted,p032,s06,0.2750,4
inverted,p032,s04,0.4729,4
inverted,p032,s07,0.4729,4
inverted,p032,s08,0.4729,4
inverted,p032,s09,0.6062,4
inverted,p033,s01,0.5591,7
inverted,p033,s02,0.4690,7
inverted,p033,s00,0.6290,7
inverted,p033,s04,0.5175,7
inverted,p033,s03,0.6167,7
inverted,p033,s05,0.5483,7
inverted,p033,s06,0.5909,7
inverted,p033,s08,0.6623,7
inverted,p033,s07,0.6385,7
inverted,p033,s09,0.6037,7
inverted,p034,s00,0.6000,6
inverted,p034,s01,0.4667,6
inverted,p034,s02,0.5000,6
inverted,p034,s03,0.6361,6
inverted,p034,s04,0.5500,6
inverted,p034,s05,0.4000,6
inverted,p034,s06,0.5019,6
inverted,p035,s00,0.8846,2
inverted,p034,s07,0.6167,6
inverted,p034,s08,0.6500,6
inverted,p034,s09,0.5611,6
inverted,p035,s02,0.8654,2
inverted,p035,s03,0.8269,2
inverted,p035,s01,0.7019,2
inverted,p035,s07,0.8846,2
inverted,p035,s05,0.7692,2
inverted,p035,s04,0.8654,2
inverted,p035,s06,0.9038,2
inverted,p035,s09,0.6401,2
inverted,p035,s08,0.9423,2
inverted,p036,s00,0.2777,12
inverted,p036,s03,0.1155,12
inverted,p036,s01,0.1599,12
inverted,p036,s02,0.0694,12
inverted,p036,s05,0.0970,12
inverted,p036,s04,0.1266,12
inverted,p036,s06,0.2096,12
inverted,p036,s07,0.1735,12
inverted,p037,s00,0.9583,3
inverted,p036,s09,0.0833,12
inverted,p036,s08,0.2983,12
inverted,p037,s01,0.3409,3
inverted,p037,s02,0.8917,3
inverted,p037,s04,0.9697,3
inverted,p037,s06,0.6970,3
inverted,p037,s05,0.5530,3
inverted,p037,s03,0.9583,3
inverted,p037,s07,0.9630,3
inverted,p037,s08,1.0000,3
inverted,p038,s00,0.2625,12
inverted,p038,s02,0.2333,12
inverted,p037,s09,0.7280,3
inverted,p038,s01,0.1496,12
inverted,p038,s03,0.2595,12
inverted,p038,s05,0.1574,12
inverted,p038,s04,0.2593,12
inverted,p038,s07,0.2500,12
inverted,p038,s06,0.2866,12
inverted,p038,s08,0.2593,12
inverted,p039,s00,0.3730,9
inverted,p038,s09,0.1481,12
inverted,p039,s01,0.3360,9
inverted,p039,s02,0.3889,9
inverted,p039,s03,0.3889,9
inverted,p039,s04,0.3889,9
inverted,p039,s05,0.3750,9
inverted,p039,s06,0.3889,9
inverted,p039,s07,0.3810,9
inverted,p039,s08,0.5913,9
inverted,p039,s09,0.3029,9
inverted,p040,s00,0.7576,3
inverted,p040,s01,0.2000,3
inverted,p040,s02,0.8857,3
inverted,p040,s05,0.6611,3
