method,output,ssim,lpips,e_ssim,l_c,l_s
saliency_routed_spatial_alpha,3878__mural__img_327crop_0_1.png,0.5327,0.5108,0.4472,1.8039,2.4447
saliency_routed_spatial_alpha,3878__mural__img_536crop_1_0.png,0.5247,0.5,0.4555,1.7885,1.9941
saliency_routed_spatial_alpha,3878__mural__img_593crop_0_0.png,0.4977,0.4861,0.3694,1.8458,1.3089
saliency_routed_spatial_alpha,3878__mural__img_739crop_1_1.png,0.5276,0.4565,0.5055,1.8242,1.7177
saliency_routed_spatial_alpha,3878__western_painting__met_359775.png,0.5741,0.4727,0.5631,1.7644,1.3915
saliency_routed_spatial_alpha,3878__western_painting__met_383787.png,0.5388,0.4967,0.6122,1.8231,1.0552
saliency_routed_spatial_alpha,3878__western_painting__met_406721.png,0.5204,0.5059,0.4922,1.6504,0.954
saliency_routed_spatial_alpha,3878__western_painting__met_437769.png,0.5838,0.3374,0.7209,1.2032,1.0582
saliency_routed_spatial_alpha,3878__western_painting__met_437967.png,0.6168,0.4544,0.5288,1.5903,1.321
saliency_routed_spatial_alpha,3878__western_painting__met_439405.png,0.7167,0.3541,0.7594,1.2649,1.4218
saliency_routed_spatial_alpha,3878__western_painting__met_649693.png,0.5157,0.5077,0.495,2.0992,1.8172
saliency_routed_spatial_alpha,3878__western_painting__met_739494.png,0.5621,0.4508,0.605,1.7402,1.8189
saliency_routed_spatial_alpha,3878__western_painting__met_787672.png,0.5039,0.4778,0.4733,1.8749,1.2536
saliency_routed_spatial_alpha,3878__western_painting__met_788182.png,0.5288,0.4723,0.5351,1.6991,1.0861
saliency_routed_spatial_alpha,4041__chinese_landscape__130942.png,0.7338,0.4252,0.6599,1.386,0.9637
saliency_routed_spatial_alpha,4041__chinese_landscape__132834.png,0.7091,0.4801,0.5789,1.6575,1.0197
saliency_routed_spatial_alpha,4041__chinese_landscape__132836.png,0.703,0.4936,0.5795,1.766,1.0552
saliency_routed_spatial_alpha,4041__chinese_landscape__132840.png,0.7082,0.4489,0.6239,1.6473,0.8239
saliency_routed_spatial_alpha,4041__chinese_landscape__132930.png,0.7004,0.4873,0.5755,1.6326,0.6746
saliency_routed_spatial_alpha,4041__chinese_landscape__137205.png,0.6469,0.561,0.4993,1.9629,1.5054
saliency_routed_spatial_alpha,4041__chinese_landscape__142574.png,0.695,0.5183,0.5698,1.7058,0.8142
saliency_routed_spatial_alpha,4041__chinese_landscape__142578.png,0.6711,0.5279,0.5133,1.7883,1.1027
saliency_routed_spatial_alpha,4041__chinese_landscape__144829.png,0.7025,0.5135,0.576,1.6089,0.8804
saliency_routed_spatial_alpha,4041__chinese_landscape__148342.png,0.6676,0.5123,0.5045,1.692,1.0926
saliency_routed_spatial_alpha,4041__mural__img_1082crop_1_0.png,0.4602,0.6155,0.4334,2.1304,4.245
saliency_routed_spatial_alpha,4041__mural__img_1224crop_0_0.png,0.3309,0.6426,0.3704,2.4901,7.611
saliency_routed_spatial_alpha,4041__mural__img_1224crop_1_1.png,0.3918,0.6613,0.3505,2.5382,9.2208
saliency_routed_spatial_alpha,4041__mural__img_16crop_0_0.png,0.5048,0.6078,0.4389,2.1586,1.923
saliency_routed_spatial_alpha,4041__mural__img_276crop_1_0.png,0.5027,0.6463,0.4042,2.416,2.3007
saliency_routed_spatial_alpha,4041__mural__img_326crop_1_1.png,0.5763,0.6439,0.4606,2.1761,2.0238
saliency_routed_spatial_alpha,4041__mural__img_327crop_0_1.png,0.5598,0.6304,0.4602,2.2087,3.5441
saliency_routed_spatial_alpha,4041__mural__img_536crop_1_0.png,0.5399,0.6105,0.4741,2.1273,2.9771
saliency_routed_spatial_alpha,4041__mural__img_593crop_0_0.png,0.5048,0.5522,0.4663,2.143,2.2665
saliency_routed_spatial_alpha,4041__mural__img_739crop_1_1.png,0.34,0.5829,0.4276,2.2521,2.4209
saliency_routed_spatial_alpha,4041__western_painting__met_359775.png,0.6814,0.4896,0.5789,1.6823,1.5064
saliency_routed_spatial_alpha,4041__western_painting__met_383787.png,0.711,0.4866,0.62,1.721,1.0977
saliency_routed_spatial_alpha,4041__western_painting__met_406721.png,0.6871,0.5805,0.5405,1.7775,1.1792
saliency_routed_spatial_alpha,4041__western_painting__met_437769.png,0.321,0.5093,0.5389,1.6338,1.5421
saliency_routed_spatial_alpha,4041__western_painting__met_437967.png,0.483,0.5342,0.4957,1.8197,1.6882
saliency_routed_spatial_alpha,4041__western_painting__met_439405.png,0.5386,0.4939,0.6124,1.5749,1.7162
saliency_routed_spatial_alpha,4041__western_painting__met_649693.png,0.6552,0.4898,0.5529,1.8725,1.4958
saliency_routed_spatial_alpha,4041__western_painting__met_739494.png,0.7222,0.432,0.6092,1.5481,1.785
saliency_routed_spatial_alpha,4041__western_painting__met_787672.png,0.6566,0.4799,0.5418,1.8526,1.3758
saliency_routed_spatial_alpha,4041__western_painting__met_788182.png,0.7058,0.4557,0.5762,1.5943,1.0585
saliency_routed_spatial_alpha,4243__chinese_landscape__130942.png,0.7335,0.4221,0.6465,1.3426,0.8566
saliency_routed_spatial_alpha,4243__chinese_landscape__132834.png,0.7038,0.463,0.573,1.5118,0.8205
saliency_routed_spatial_alpha,4243__chinese_landscape__132836.png,0.6917,0.4805,0.5601,1.633,0.8552
saliency_routed_spatial_alpha,4243__chinese_landscape__132840.png,0.7345,0.4329,0.6386,1.5038,0.7135
saliency_routed_spatial_alpha,4243__chinese_landscape__132930.png,0.7474,0.4582,0.6158,1.4104,0.5353
saliency_routed_spatial_alpha,4243__chinese_landscape__137205.png,0.5984,0.5536,0.4433,1.8959,1.1954
saliency_routed_spatial_alpha,4243__chinese_landscape__142574.png,0.7303,0.4857,0.5912,1.4939,0.6021
saliency_routed_spatial_alpha,4243__chinese_landscape__142578.png,0.6675,0.5078,0.4907,1.6213,0.8889
saliency_routed_spatial_alpha,4243__chinese_landscape__144829.png,0.6884,0.4995,0.5382,1.5156,0.641
saliency_routed_spatial_alpha,4243__chinese_landscape__148342.png,0.6504,0.5004,0.4626,1.6155,0.9422
saliency_routed_spatial_alpha,4243__mural__img_1082crop_1_0.png,0.3862,0.5653,0.3361,1.9223,3.6391
saliency_routed_spatial_alpha,4243__mural__img_1224crop_0_0.png,0.2488,0.6601,0.2372,2.3476,6.3785
saliency_routed_spatial_alpha,4243__mural__img_1224crop_1_1.png,0.2914,0.6595,0.2258,2.3951,7.5285
saliency_routed_spatial_alpha,4243__mural__img_16crop_0_0.png,0.4718,0.5601,0.3313,1.831,1.7041
saliency_routed_spatial_alpha,4243__mural__img_276crop_1_0.png,0.3983,0.6562,0.2642,2.2723,1.6905
saliency_routed_spatial_alpha,4243__mural__img_326crop_1_1.png,0.54,0.587,0.3573,1.8863,1.6951
saliency_routed_spatial_alpha,4243__mural__img_327crop_0_1.png,0.5079,0.5793,0.3667,1.9969,3.148
saliency_routed_spatial_alpha,4243__mural__img_536crop_1_0.png,0.4751,0.5613,0.3851,1.9103,2.3886
saliency_routed_spatial_alpha,4243__mural__img_593crop_0_0.png,0.4357,0.5319,0.3413,1.9366,1.9131
saliency_routed_spatial_alpha,4243__mural__img_739crop_1_1.png,0.3141,0.5568,0.3601,1.9994,2.3001
saliency_routed_spatial_alpha,4243__western_painting__met_359775.png,0.6485,0.4736,0.5188,1.6254,1.4078
saliency_routed_spatial_alpha,4243__western_painting__met_383787.png,0.7412,0.4562,0.6514,1.5517,0.9218
saliency_routed_spatial_alpha,4243__western_painting__met_406721.png,0.6836,0.5209,0.4986,1.4793,1.0073
saliency_routed_spatial_alpha,4243__western_painting__met_437769.png,0.3278,0.4781,0.5295,1.4993,1.3432
saliency_routed_spatial_alpha,4243__western_painting__met_437967.png,0.4756,0.5124,0.4143,1.6205,1.3615
saliency_routed_spatial_alpha,4243__western_painting__met_439405.png,0.5467,0.4576,0.6367,1.4395,1.7152
saliency_routed_spatial_alpha,4243__western_painting__met_649693.png,0.6093,0.5016,0.4921,1.8442,1.4849
saliency_routed_spatial_alpha,4243__western_painting__met_739494.png,0.705,0.4112,0.579,1.4255,1.4558
saliency_routed_spatial_alpha,4243__western_painting__met_787672.png,0.5985,0.4811,0.4647,1.7849,1.1331
saliency_routed_spatial_alpha,4243__western_painting__met_788182.png,0.679,0.4505,0.5267,1.5266,0.9343
saliency_routed_spatial_alpha,4286__chinese_landscape__130942.png,0.6186,0.4487,0.6836,1.375,0.8589
saliency_routed_spatial_alpha,4286__chinese_landscape__132834.png,0.5828,0.5135,0.5837,1.6606,0.7985
saliency_routed_spatial_alpha,4286__chinese_landscape__132836.png,0.5805,0.527,0.5757,1.7411,0.7534
saliency_routed_spatial_alpha,4286__chinese_landscape__132840.png,0.5783,0.5096,0.6024,1.7006,0.7371
saliency_routed_spatial_alpha,4286__chinese_landscape__132930.png,0.5736,0.5114,0.5739,1.5393,0.5583
saliency_routed_spatial_alpha,4286__chinese_landscape__137205.png,0.541,0.5946,0.4961,1.9552,1.1858
saliency_routed_spatial_alpha,4286__chinese_landscape__142574.png,0.5726,0.5359,0.5675,1.578,0.6619
saliency_routed_spatial_alpha,4286__chinese_landscape__142578.png,0.563,0.5375,0.5109,1.6611,0.9459
saliency_routed_spatial_alpha,4286__chinese_landscape__144829.png,0.5752,0.5401,0.5566,1.5889,0.7195
saliency_routed_spatial_alpha,4286__chinese_landscape__148342.png,0.5439,0.5416,0.4718,1.672,1.0435
saliency_routed_spatial_alpha,4286__mural__img_1082crop_1_0.png,0.4308,0.6004,0.396,2.0207,3.0499
saliency_routed_spatial_alpha,4286__mural__img_1224crop_0_0.png,0.2992,0.6675,0.2842,2.3594,5.3943
saliency_routed_spatial_alpha,4286__mural__img_1224crop_1_1.png,0.3015,0.6767,0.2579,2.4029,6.5675
saliency_routed_spatial_alpha,4286__mural__img_16crop_0_0.png,0.4306,0.5879,0.3582,1.872,1.5465
saliency_routed_spatial_alpha,4286__mural__img_276crop_1_0.png,0.3643,0.6637,0.2888,2.2906,1.413
saliency_routed_spatial_alpha,4286__mural__img_326crop_1_1.png,0.4808,0.6314,0.3914,1.9299,1.3802
saliency_routed_spatial_alpha,4286__mural__img_327crop_0_1.png,0.506,0.6102,0.4516,1.9634,2.5907
saliency_routed_spatial_alpha,4286__mural__img_536crop_1_0.png,0.4898,0.5881,0.4475,1.9078,1.8753
saliency_routed_spatial_alpha,4286__mural__img_593crop_0_0.png,0.4709,0.5499,0.4258,1.8872,1.5114
saliency_routed_spatial_alpha,4286__mural__img_739crop_1_1.png,0.3969,0.5164,0.4622,1.8914,1.9509
saliency_routed_spatial_alpha,4286__western_painting__met_359775.png,0.5812,0.5357,0.5981,1.7646,1.3797
saliency_routed_spatial_alpha,4286__western_painting__met_383787.png,0.5685,0.5521,0.6005,1.8873,0.8859
saliency_routed_spatial_alpha,4286__western_painting__met_406721.png,0.5471,0.5871,0.5082,1.7096,0.9048
saliency_routed_spatial_alpha,4286__western_painting__met_437769.png,0.3721,0.467,0.5954,1.4139,1.2478
saliency_routed_spatial_alpha,4286__western_painting__met_437967.png,0.4877,0.5391,0.4955,1.6932,1.3911
saliency_routed_spatial_alpha,4286__western_painting__met_439405.png,0.559,0.4435,0.6474,1.3734,1.5774
saliency_routed_spatial_alpha,4286__western_painting__met_649693.png,0.5676,0.5314,0.5733,1.9328,1.4611
saliency_routed_spatial_alpha,4286__western_painting__met_739494.png,0.59,0.4928,0.6348,1.6751,1.5961
saliency_routed_spatial_alpha,4286__western_painting__met_787672.png,0.5266,0.5308,0.5026,1.9508,1.1642
saliency_routed_spatial_alpha,4286__western_painting__met_788182.png,0.5601,0.5162,0.5556,1.7413,1.0157
saliency_routed_spatial_alpha,4341__chinese_landscape__130942.png,0.7121,0.4593,0.5615,1.3341,0.9735
saliency_routed_spatial_alpha,4341__chinese_landscape__132834.png,0.6507,0.5275,0.4583,1.5022,0.9638
saliency_routed_spatial_alpha,4341__chinese_landscape__132836.png,0.6481,0.5281,0.4607,1.5897,1.0369
saliency_routed_spatial_alpha,4341__chinese_landscape__132840.png,0.6898,0.4877,0.5385,1.4819,0.8088
saliency_routed_spatial_alpha,4341__chinese_landscape__132930.png,0.6964,0.507,0.4852,1.4234,0.6262
saliency_routed_spatial_alpha,4341__chinese_landscape__137205.png,0.5526,0.5937,0.372,1.7393,1.4018
saliency_routed_spatial_alpha,4341__chinese_landscape__142574.png,0.6876,0.5416,0.4633,1.5071,0.725
saliency_routed_spatial_alpha,4341__chinese_landscape__142578.png,0.6185,0.5512,0.377,1.5986,1.0115
saliency_routed_spatial_alpha,4341__chinese_landscape__144829.png,0.6465,0.5644,0.4313,1.4832,0.829
saliency_routed_spatial_alpha,4341__chinese_landscape__148342.png,0.6035,0.5434,0.3576,1.5294,1.0474
saliency_routed_spatial_alpha,4341__mural__img_1082crop_1_0.png,0.4092,0.6301,0.3121,1.9768,3.7895
saliency_routed_spatial_alpha,4341__mural__img_1224crop_0_0.png,0.2728,0.6829,0.2282,2.29,6.6004
saliency_routed_spatial_alpha,4341__mural__img_1224crop_1_1.png,0.2957,0.6954,0.2177,2.3767,7.4495
saliency_routed_spatial_alpha,4341__mural__img_16crop_0_0.png,0.4668,0.6018,0.29,1.8037,1.8213
saliency_routed_spatial_alpha,4341__mural__img_276crop_1_0.png,0.3922,0.6804,0.2492,2.1533,1.6824
saliency_routed_spatial_alpha,4341__mural__img_326crop_1_1.png,0.5237,0.6585,0.3006,1.8845,1.7845
saliency_routed_spatial_alpha,4341__mural__img_327crop_0_1.png,0.506,0.6467,0.332,1.9986,3.1211
saliency_routed_spatial_alpha,4341__mural__img_536crop_1_0.png,0.4918,0.6267,0.3503,1.942,2.3261
saliency_routed_spatial_alpha,4341__mural__img_593crop_0_0.png,0.4495,0.5773,0.3272,1.9414,1.9981
saliency_routed_spatial_alpha,4341__mural__img_739crop_1_1.png,0.3408,0.5644,0.3143,1.9355,2.3962
saliency_routed_spatial_alpha,4341__western_painting__met_359775.png,0.6337,0.5225,0.4644,1.4929,1.5333
saliency_routed_spatial_alpha,4341__western_painting__met_383787.png,0.687,0.5203,0.5317,1.5416,1.0103
saliency_routed_spatial_alpha,4341__western_painting__met_406721.png,0.6137,0.6218,0.3984,1.5936,1.0206
saliency_routed_spatial_alpha,4341__western_painting__met_437769.png,0.3641,0.5118,0.4316,1.4694,1.665
saliency_routed_spatial_alpha,4341__western_painting__met_437967.png,0.502,0.5435,0.3675,1.5265,1.5567
saliency_routed_spatial_alpha,4341__western_painting__met_439405.png,0.5863,0.4864,0.5114,1.3727,1.7942
saliency_routed_spatial_alpha,4341__western_painting__met_649693.png,0.6166,0.5439,0.4669,1.8061,1.5549
saliency_routed_spatial_alpha,4341__western_painting__met_739494.png,0.6592,0.466,0.4857,1.4109,1.6219
saliency_routed_spatial_alpha,4341__western_painting__met_787672.png,0.5521,0.5274,0.4066,1.7742,1.2806
saliency_routed_spatial_alpha,4341__western_painting__met_788182.png,0.6277,0.5003,0.4389,1.495,1.0396
saliency_routed_spatial_alpha,4396__chinese_landscape__130942.png,0.3732,0.4948,0.5074,1.6434,1.1532
saliency_routed_spatial_alpha,4396__chinese_landscape__132834.png,0.3175,0.5614,0.4171,1.9647,1.2931
saliency_routed_spatial_alpha,4396__chinese_landscape__132836.png,0.321,0.5682,0.4129,2.0234,1.2356
saliency_routed_spatial_alpha,4396__chinese_landscape__132840.png,0.3314,0.5428,0.486,1.9552,1.1424
saliency_routed_spatial_alpha,4396__chinese_landscape__132930.png,0.349,0.527,0.5161,1.689,0.7635
saliency_routed_spatial_alpha,4396__chinese_landscape__137205.png,0.2857,0.6062,0.3364,2.168,1.6731
saliency_routed_spatial_alpha,4396__chinese_landscape__142574.png,0.348,0.5489,0.4939,1.7434,0.8848
saliency_routed_spatial_alpha,4396__chinese_landscape__142578.png,0.3307,0.5638,0.3822,1.8923,1.1764
saliency_routed_spatial_alpha,4396__chinese_landscape__144829.png,0.3271,0.5649,0.4095,1.8445,0.9584
saliency_routed_spatial_alpha,4396__chinese_landscape__148342.png,0.3165,0.5558,0.3425,1.8769,1.2772
saliency_routed_spatial_alpha,4396__mural__img_1082crop_1_0.png,0.2261,0.64,0.2948,2.4135,3.7028
saliency_routed_spatial_alpha,4396__mural__img_1224crop_0_0.png,0.1602,0.6651,0.2364,2.6534,6.6522
saliency_routed_spatial_alpha,4396__mural__img_1224crop_1_1.png,0.1587,0.6826,0.2204,2.6717,8.2256
saliency_routed_spatial_alpha,4396__mural__img_16crop_0_0.png,0.2443,0.622,0.2694,2.2657,1.9745
saliency_routed_spatial_alpha,4396__mural__img_276crop_1_0.png,0.1935,0.6818,0.2431,2.4575,2.3616
saliency_routed_spatial_alpha,4396__mural__img_326crop_1_1.png,0.2678,0.6542,0.3121,2.3154,1.8882
saliency_routed_spatial_alpha,4396__mural__img_327crop_0_1.png,0.2517,0.6521,0.3248,2.3761,3.2347
saliency_routed_spatial_alpha,4396__mural__img_536crop_1_0.png,0.2446,0.6278,0.333,2.2956,2.4709
saliency_routed_spatial_alpha,4396__mural__img_593crop_0_0.png,0.2319,0.6025,0.3069,2.3362,2.1808
saliency_routed_spatial_alpha,4396__mural__img_739crop_1_1.png,0.2437,0.5307,0.4063,2.1751,2.5994
saliency_routed_spatial_alpha,4396__western_painting__met_359775.png,0.3425,0.5441,0.4488,1.9564,1.6624
saliency_routed_spatial_alpha,4396__western_painting__met_383787.png,0.3401,0.5683,0.5064,1.9833,1.113
saliency_routed_spatial_alpha,4396__western_painting__met_406721.png,0.3218,0.5982,0.3693,1.9011,1.2441
saliency_routed_spatial_alpha,4396__western_painting__met_437769.png,0.2714,0.424,0.5597,1.5237,1.5097
saliency_routed_spatial_alpha,4396__western_painting__met_437967.png,0.3103,0.5437,0.3849,1.9031,1.6011
saliency_routed_spatial_alpha,4396__western_painting__met_439405.png,0.3576,0.4589,0.6519,1.5673,1.9355
saliency_routed_spatial_alpha,4396__western_painting__met_649693.png,0.3787,0.5562,0.4852,2.2011,1.7547
saliency_routed_spatial_alpha,4396__western_painting__met_739494.png,0.345,0.5179,0.5157,1.7458,1.9317
saliency_routed_spatial_alpha,4396__western_painting__met_787672.png,0.2699,0.5933,0.3455,2.3106,1.4211
saliency_routed_spatial_alpha,4396__western_painting__met_788182.png,0.2963,0.5655,0.3885,1.9838,1.2355
saliency_routed_spatial_alpha,4679__chinese_landscape__130942.png,0.6503,0.5336,0.5298,1.5271,0.8702
saliency_routed_spatial_alpha,4679__chinese_landscape__132834.png,0.6259,0.5384,0.4477,1.7277,0.8259
saliency_routed_spatial_alpha,4679__chinese_landscape__132836.png,0.6152,0.5531,0.4467,1.8007,0.8753
saliency_routed_spatial_alpha,4679__chinese_landscape__132840.png,0.6679,0.5194,0.5325,1.6972,0.6591
saliency_routed_spatial_alpha,4679__chinese_landscape__132930.png,0.693,0.5284,0.4987,1.6094,0.5461
saliency_routed_spatial_alpha,4679__chinese_landscape__137205.png,0.5192,0.6039,0.3583,2.0319,1.2503
saliency_routed_spatial_alpha,4679__chinese_landscape__142574.png,0.6733,0.54,0.4732,1.6527,0.6616
saliency_routed_spatial_alpha,4679__chinese_landscape__142578.png,0.5781,0.5833,0.3614,1.7928,0.9598
saliency_routed_spatial_alpha,4679__chinese_landscape__144829.png,0.6095,0.5555,0.4161,1.6705,0.7612
saliency_routed_spatial_alpha,4679__chinese_landscape__148342.png,0.5518,0.5941,0.3288,1.7917,0.9871
saliency_routed_spatial_alpha,4679__mural__img_1082crop_1_0.png,0.3528,0.5834,0.2736,1.9882,3.3958
saliency_routed_spatial_alpha,4679__mural__img_1224crop_0_0.png,0.2219,0.6755,0.1847,2.3404,6.1252
saliency_routed_spatial_alpha,4679__mural__img_1224crop_1_1.png,0.2497,0.6794,0.1802,2.361,7.422
saliency_routed_spatial_alpha,4679__mural__img_16crop_0_0.png,0.4229,0.5802,0.2383,1.9053,1.5293
saliency_routed_spatial_alpha,4679__mural__img_276crop_1_0.png,0.3366,0.6167,0.1953,2.2089,1.5383
saliency_routed_spatial_alpha,4679__mural__img_326crop_1_1.png,0.4928,0.5502,0.274,1.9248,1.4132
saliency_routed_spatial_alpha,4679__mural__img_327crop_0_1.png,0.4733,0.5626,0.293,2.0477,2.914
saliency_routed_spatial_alpha,4679__mural__img_536crop_1_0.png,0.4469,0.5517,0.302,1.8966,2.1473
saliency_routed_spatial_alpha,4679__mural__img_593crop_0_0.png,0.3941,0.6335,0.2603,2.0291,1.6313
saliency_routed_spatial_alpha,4679__mural__img_739crop_1_1.png,0.3107,0.6446,0.2838,2.0362,1.8664
saliency_routed_spatial_alpha,4679__western_painting__met_359775.png,0.5597,0.6011,0.419,1.8908,1.3313
saliency_routed_spatial_alpha,4679__western_painting__met_383787.png,0.6448,0.5733,0.5081,1.9135,0.9126
saliency_routed_spatial_alpha,4679__western_painting__met_406721.png,0.5963,0.5149,0.3789,1.6321,0.8759
saliency_routed_spatial_alpha,4679__western_painting__met_437769.png,0.3362,0.6153,0.4273,1.6026,1.3996
saliency_routed_spatial_alpha,4679__western_painting__met_437967.png,0.4399,0.6529,0.3007,1.8198,1.4255
saliency_routed_spatial_alpha,4679__western_painting__met_439405.png,0.5347,0.5346,0.5284,1.6531,1.5124
saliency_routed_spatial_alpha,4679__western_painting__met_649693.png,0.5451,0.586,0.4265,2.0936,1.5005
saliency_routed_spatial_alpha,4679__western_painting__met_739494.png,0.5982,0.5709,0.4567,1.7815,1.5673
saliency_routed_spatial_alpha,4679__western_painting__met_787672.png,0.5267,0.5863,0.3759,1.9239,1.1492
saliency_routed_spatial_alpha,4679__western_painting__met_788182.png,0.5858,0.5889,0.4063,1.8018,0.9652
